CaseNo,大規模,小規模,特注品,利便性,原価物,簡易性,完成品,特価品,新商品,安全性,価格帯,数量性,複合物,国内品,輸入品,郷土品,油分量,糖分量
1387,2,1.000,10,0,14,8,7,24,0,3,4,2,0.000,9.000,7.000,1.000,2.000,3.000
1388,1,3.000,10,0,11,6,10,16,0,1,2,0,0.000,17.000,4.000,3.000,0.000,1.000
1389,4,0.000,19,2,10,8,4,20,0,2,3,2,2.000,12.000,4.000,1.000,1.000,2.000
1390,0,1.000,27,2,19,7,32,29,2,6,7,3,2.478,26.491,9.458,4.685,3.220,6.893
1391,0,-0.497,6,2,6,3,5,12,1,3,0,2,0.000,7.000,3.000,3.000,0.000,3.000
1392,3,1.078,22,3,19,14,13,30,6,4,7,2,0.000,26.000,3.000,4.000,3.000,2.839
1393,2,0.000,33,2,29,4,20,41,3,8,12,3,0.000,17.000,11.000,0.000,0.000,3.000
1394,6,1.135,23,3,32,3,8,30,0,3,9,5,1.000,8.000,2.000,1.000,0.000,4.919
1395,4,0.852,14,6,43,1,7,28,0,11,14,1,0.000,5.000,7.000,0.000,0.000,5.106
1396,0,1.000,12,1,7,1,4,10,0,0,5,0,-0.953,5.898,4.504,0.305,-0.502,4.776
1397,10,3.000,27,2,9,8,46,39,4,1,5,2,2.781,33.923,13.888,5.128,2.865,9.647
1398,2,2.183,21,2,13,3,15,30,7,0,7,1,0.000,17.000,2.000,2.000,2.000,7.088
1399,1,3.065,26,2,13,10,29,48,4,1,5,4,0.000,34.000,8.000,5.000,1.000,4.000
1400,6,0.000,42,1,28,9,13,24,1,4,9,2,1.159,15.985,9.458,1.853,1.908,3.934
1401,0,2.805,13,2,9,2,10,16,3,3,3,0,0.000,8.000,11.000,2.000,0.000,6.353
1402,1,7.000,15,2,13,8,11,29,9,5,5,3,1.089,17.148,7.280,2.365,0.929,5.723
1403,3,2.695,25,0,22,6,19,33,1,6,7,4,0.000,21.000,9.000,5.000,0.000,5.365
1404,9,0.993,36,3,36,4,14,57,3,13,10,3,0.000,21.000,9.000,2.000,0.000,12.000
1405,2,2.513,26,6,53,3,31,43,2,21,11,2,1.000,27.000,6.000,5.000,4.000,4.000
1406,3,0.137,3,0,9,4,4,9,0,6,2,1,0.000,7.000,1.000,1.000,0.000,4.000
1407,3,1.000,40,1,24,8,17,52,3,4,16,3,0.000,26.000,8.000,0.000,2.000,5.000
1408,0,4.000,23,5,13,0,26,18,2,4,7,2,0.000,19.000,7.000,3.000,0.000,3.000
1409,6,4.000,48,3,83,21,35,67,2,38,15,4,5.000,50.000,15.000,2.000,1.000,7.000
1410,3,0.579,14,3,7,5,5,21,0,1,1,3,1.000,9.000,2.000,2.000,1.000,2.325
1411,4,2.000,26,4,42,3,12,41,0,6,7,5,0.000,10.000,5.000,4.000,0.000,5.000
1412,0,1.917,22,1,15,4,22,24,0,3,13,0,0.000,17.000,10.000,3.000,2.000,2.000
1413,1,1.000,14,2,10,4,6,19,4,0,2,1,0.000,8.000,7.000,4.000,1.000,6.000
1414,1,3.000,7,4,22,4,14,20,3,6,5,1,0.000,18.000,4.000,0.000,0.000,2.000
1415,5,1.911,30,3,20,4,11,31,1,1,11,3,0.000,15.000,6.000,1.000,0.000,3.662
1416,18,4.000,56,5,50,4,57,95,4,14,20,7,0.000,53.000,13.000,9.000,3.000,18.000
1417,7,3.000,24,3,26,3,16,44,5,9,8,5,2.125,15.053,7.149,1.878,3.648,7.125
1418,0,0.191,12,1,2,4,7,11,1,1,4,1,0.000,8.000,3.000,1.000,0.000,2.358
1419,3,0.000,30,5,29,8,25,42,3,7,8,3,0.000,30.000,9.000,3.000,6.000,1.000
1420,4,3.261,30,1,22,14,28,40,3,5,14,2,5.000,30.000,14.000,3.000,5.000,8.000
1421,30,3.062,52,11,82,15,18,84,4,15,30,9,0.000,47.000,13.000,2.000,0.000,11.000
1422,2,2.512,9,2,10,10,22,43,5,1,1,6,1.000,26.000,3.000,4.000,1.000,4.000
1423,2,3.000,23,0,31,9,8,35,1,6,21,5,1.829,12.158,9.771,2.329,1.289,7.413
1424,5,0.036,10,0,13,4,10,25,1,3,1,3,0.000,12.000,2.000,3.000,0.000,0.958
1425,4,2.000,20,0,12,4,9,23,1,4,10,0,0.684,9.718,8.432,0.966,1.062,6.495
1426,0,0.965,21,1,9,0,19,18,2,0,4,0,1.000,21.000,7.000,0.000,0.000,4.003
1427,1,1.000,27,1,6,4,12,20,0,4,16,0,0.775,12.798,11.365,1.907,2.041,4.795
1428,1,1.000,28,2,20,1,24,29,2,6,15,2,3.000,25.000,8.000,2.000,0.000,4.000
1429,1,0.000,11,0,22,8,9,28,5,7,0,3,5.000,13.000,7.000,0.000,3.000,6.000
1430,14,3.693,38,4,64,7,20,77,0,9,13,9,0.000,23.000,10.000,5.000,0.000,0.000
1431,1,0.000,46,3,36,12,41,50,2,11,17,7,3.740,30.670,13.953,6.233,5.458,7.988
1432,0,9.000,13,5,25,2,17,40,7,7,5,7,0.000,13.000,10.000,4.000,0.000,7.000
1433,1,1.000,14,0,6,1,33,36,2,2,2,4,1.000,29.000,4.000,1.000,1.000,2.000
1434,1,0.821,12,1,15,2,7,21,0,5,2,2,0.000,8.000,6.000,0.000,0.000,3.377
1435,0,0.000,1,2,2,0,0,1,0,0,1,0,0.000,2.000,0.000,0.000,0.000,0.000
1436,1,1.066,15,1,20,5,11,27,1,2,12,3,0.000,20.000,3.000,1.000,0.000,4.325
1437,2,2.000,38,3,18,15,27,36,4,4,16,4,2.774,22.805,13.504,4.567,3.535,6.811
1438,2,0.601,7,2,13,12,9,15,4,4,0,2,0.000,14.000,3.000,3.000,0.000,0.671
1439,1,1.000,5,2,8,3,7,17,5,1,5,2,0.000,12.000,5.000,1.000,0.000,7.000
1440,4,2.694,30,2,32,13,22,48,3,5,15,2,0.000,23.000,14.000,7.000,0.000,8.530
1441,1,1.948,23,2,8,3,21,29,0,3,6,1,1.000,17.000,6.000,2.000,0.000,2.000
1442,6,1.000,34,2,27,6,22,42,0,11,14,2,1.000,19.000,9.000,1.000,5.000,6.000
1443,10,2.633,33,5,62,4,15,66,2,6,22,13,3.000,15.000,20.000,3.000,0.000,4.000
1444,0,1.000,24,2,6,2,34,17,6,2,6,1,0.000,22.000,8.000,3.000,3.000,2.000
1445,2,1.000,9,0,10,5,7,10,1,2,2,2,-0.668,7.927,4.435,0.721,0.516,0.526
1446,2,2.037,16,2,20,1,20,40,1,3,8,2,0.000,21.000,9.000,1.000,1.000,6.290
1447,3,2.000,51,2,43,9,36,43,0,6,14,1,1.000,34.000,6.000,9.000,3.000,2.000
1448,3,0.989,12,4,11,5,10,24,0,1,1,1,5.000,8.000,3.000,3.000,5.000,2.978
1449,12,2.311,15,4,17,7,19,39,2,6,9,1,3.000,23.000,10.000,0.000,5.000,5.051
1450,12,1.906,27,6,62,2,25,54,0,22,7,5,1.000,24.000,4.000,4.000,3.000,4.035
1451,1,0.000,16,2,17,3,8,19,0,4,5,1,0.000,10.000,4.000,2.000,1.000,0.000
1452,1,2.637,20,3,13,3,20,20,1,3,5,1,6.000,11.000,8.000,1.000,3.000,4.741
1453,0,1.000,10,2,14,1,11,14,2,5,3,0,0.000,16.000,0.000,1.000,1.000,3.000
1454,3,4.000,24,4,21,1,25,30,0,4,9,3,3.000,25.000,6.000,0.000,0.000,5.000
1455,2,1.990,17,3,20,3,8,22,1,5,3,0,2.000,8.000,13.000,0.000,1.000,6.000
1456,1,0.000,35,1,35,4,19,42,3,8,11,4,2.000,24.000,9.000,0.000,0.000,2.000
1457,0,1.856,16,0,14,9,23,26,2,5,4,1,0.000,24.000,7.000,5.000,0.000,0.580
1458,5,6.000,15,1,44,3,9,32,4,19,5,2,0.000,8.000,6.000,4.000,0.000,2.000
1459,7,1.000,25,2,52,2,27,67,7,14,10,8,2.066,23.531,9.570,4.284,3.483,7.121
1460,7,3.000,26,3,24,3,20,50,1,4,3,6,3.000,19.000,7.000,2.000,0.000,1.000
1461,2,4.000,12,2,19,3,6,20,3,2,3,1,1.000,9.000,5.000,8.000,0.000,7.000
1462,3,1.984,26,1,17,2,21,27,4,5,8,1,0.000,27.000,6.000,0.000,0.000,6.000
1463,5,1.000,30,1,22,3,16,32,3,12,10,4,0.707,18.301,7.549,3.322,1.591,6.504
1464,0,0.000,31,4,19,5,14,24,0,7,11,1,1.265,12.981,8.336,0.932,0.368,4.156
1465,6,0.000,26,2,15,7,23,24,0,3,8,0,0.000,22.000,1.000,4.000,1.000,4.000
1466,5,0.000,19,1,19,3,11,36,3,5,4,1,0.533,14.141,5.384,2.880,1.157,5.106
1467,3,2.505,28,1,28,5,20,40,0,14,9,4,0.000,22.000,7.000,3.000,0.000,3.000
1468,1,3.000,8,0,6,3,7,10,0,1,5,3,1.000,6.000,3.000,2.000,0.000,4.000
1469,7,2.000,41,3,25,11,20,73,5,2,14,7,3.000,26.000,13.000,6.000,3.000,12.000
1470,6,0.000,23,5,28,2,9,31,2,3,8,5,0.836,13.609,7.021,1.315,1.640,4.741
1471,0,1.000,15,1,11,4,13,30,0,4,5,1,1.000,16.000,4.000,2.000,1.000,1.000
1472,1,0.968,10,1,17,5,7,18,2,5,4,1,1.000,13.000,2.000,1.000,0.000,2.256
1473,2,1.390,16,1,10,2,12,16,0,9,5,0,0.000,11.000,2.000,2.000,1.000,2.334
1474,6,0.000,56,1,35,6,21,56,3,9,13,0,0.000,32.000,20.000,0.000,0.000,15.000
1475,4,2.000,19,0,66,2,9,30,2,14,6,4,0.000,17.000,7.000,0.000,0.000,5.000
1476,5,0.000,23,4,38,8,14,43,1,6,14,5,2.000,22.000,1.000,4.000,2.000,4.000
1477,8,2.167,37,6,31,10,23,64,3,2,4,2,2.000,29.000,7.000,9.000,2.000,21.000
1478,14,2.000,34,1,39,9,39,73,2,9,6,2,2.212,26.965,10.674,5.947,4.144,6.255
1479,3,0.742,22,3,30,14,13,43,2,15,13,8,2.000,21.000,9.000,2.000,1.000,8.000
1480,5,1.983,15,0,24,0,18,27,3,8,7,2,0.000,17.000,0.000,3.000,1.000,2.751
1481,0,0.000,10,0,8,1,10,19,0,2,5,0,2.194,8.670,5.497,1.377,2.460,2.724
1482,3,1.000,18,0,27,4,18,23,2,4,12,2,1.000,23.000,10.000,5.000,0.000,2.000
1483,6,2.357,24,4,27,6,18,35,0,1,19,3,0.000,18.000,3.000,3.000,5.000,3.809
1484,7,0.000,14,1,24,7,13,27,0,8,2,2,0.000,16.000,1.000,1.000,2.000,1.000
1485,7,2.177,27,3,50,4,19,56,1,16,10,3,1.000,17.000,11.000,1.000,1.000,7.514
1486,6,3.094,34,1,20,9,30,62,6,8,4,1,1.000,36.000,14.000,2.000,7.000,9.499
1487,0,7.000,39,4,43,9,43,52,7,6,12,2,0.000,48.000,11.000,6.000,0.000,13.000
1488,6,0.764,24,2,35,8,9,34,0,10,13,0,0.000,19.000,5.000,5.000,0.000,2.368
1489,4,0.000,23,3,26,11,21,48,6,1,9,7,0.000,27.000,8.000,6.000,1.000,11.000
1490,2,0.000,7,2,5,2,11,14,0,1,0,0,0.000,7.000,4.000,2.000,1.000,1.000
1491,14,0.000,35,9,58,6,25,56,4,6,22,4,0.000,28.000,7.000,7.000,0.000,2.000
1492,2,1.803,10,1,14,5,12,26,2,2,2,2,2.000,15.000,6.000,0.000,0.000,4.000
1493,2,1.217,12,0,18,0,8,30,1,5,5,4,0.000,12.000,3.000,2.000,0.000,8.000
1494,4,0.000,9,2,16,9,10,30,2,5,2,4,1.000,18.000,3.000,1.000,1.000,2.000
1495,5,0.000,38,3,29,9,26,47,5,5,15,9,2.868,21.276,11.491,3.734,2.742,7.504
1496,3,2.000,37,3,37,9,19,40,1,6,22,0,0.000,25.000,11.000,4.000,1.000,5.000
1497,3,2.362,19,0,46,3,12,50,2,19,13,1,0.000,14.000,4.000,3.000,0.000,2.000
1498,6,2.000,45,6,33,7,21,55,0,6,13,5,1.000,27.000,8.000,0.000,1.000,3.000
1499,1,2.000,6,5,26,2,6,27,2,7,7,3,1.000,8.000,3.000,0.000,0.000,3.000
1500,8,4.000,41,4,67,5,24,65,1,17,18,2,0.000,36.000,16.000,0.000,0.000,13.000
1501,3,1.000,46,5,38,4,21,43,0,10,22,4,3.228,17.286,13.444,2.486,4.071,9.618
1502,10,2.431,34,7,63,6,17,62,1,15,16,5,0.000,24.000,8.000,3.000,0.000,4.000
1503,3,4.000,14,0,29,2,4,29,0,9,13,0,0.186,6.059,6.871,0.987,1.537,5.765
1504,1,2.073,1,3,3,2,4,5,5,0,0,0,0.000,10.000,3.000,0.000,0.000,3.000
1505,3,0.981,24,4,14,2,18,26,3,5,5,3,2.000,13.000,7.000,2.000,1.000,5.224
1506,4,2.347,20,0,2,0,16,22,1,2,5,1,0.000,27.000,4.000,0.000,0.000,3.643
1507,0,2.249,25,0,14,7,20,46,1,2,7,2,0.000,26.000,8.000,4.000,0.000,6.049
1508,2,0.000,13,4,13,2,11,26,0,4,3,2,0.000,16.000,0.000,2.000,2.000,8.000
1509,3,7.000,18,3,35,2,7,39,0,6,8,5,-0.461,8.506,6.342,1.615,0.616,2.874
1510,1,1.000,19,2,15,1,22,22,4,1,5,1,0.000,15.000,8.000,2.000,0.000,1.000
1511,4,2.000,29,1,10,7,20,49,1,2,3,2,1.000,16.000,7.000,3.000,4.000,10.000
1512,8,0.643,28,4,42,17,18,54,4,10,8,3,0.000,17.000,6.000,5.000,10.000,3.113
1513,1,0.111,12,0,5,4,9,12,0,2,1,1,0.000,9.000,0.000,4.000,1.000,2.797
1514,8,1.018,20,2,38,1,16,50,3,6,15,7,1.000,19.000,3.000,3.000,1.000,1.620
1515,10,4.000,55,6,51,7,33,80,2,8,15,10,4.000,34.000,17.000,1.000,2.000,4.000
1516,2,3.000,19,3,28,4,10,40,1,6,12,4,0.000,11.000,8.000,2.000,0.000,8.000
1517,6,5.000,27,3,18,11,32,52,0,3,11,9,0.000,36.000,7.000,3.000,2.000,11.000
1518,3,0.000,31,1,46,11,18,48,0,14,16,8,1.000,20.000,10.000,6.000,0.000,1.000
1519,1,2.000,11,3,9,5,12,26,0,2,6,4,0.514,11.760,4.597,1.592,1.405,4.124
1520,4,3.178,20,3,28,5,22,46,2,2,8,4,0.000,24.000,8.000,1.000,1.000,1.000
1521,0,-0.811,11,1,3,6,22,19,5,0,3,1,3.000,12.000,4.000,4.000,8.000,5.852
1522,1,1.000,23,2,22,4,13,44,1,7,10,3,0.000,20.000,6.000,2.000,1.000,14.000
1523,1,0.985,6,1,19,5,9,18,0,10,3,2,1.000,8.000,3.000,3.000,1.000,3.713
1524,3,4.000,51,3,49,8,22,54,1,10,19,1,2.968,20.717,14.614,2.781,2.407,9.122
1525,7,0.000,23,6,48,3,7,34,0,12,16,4,1.405,6.566,7.688,1.765,1.336,6.189
1526,6,2.000,14,3,19,4,8,24,2,0,4,1,0.000,10.000,4.000,3.000,1.000,3.000
1527,2,4.000,18,2,20,13,24,41,2,6,2,5,0.954,21.052,8.360,4.097,3.199,4.171
1528,4,1.503,13,0,33,1,18,32,0,15,4,0,0.000,26.000,4.000,0.000,0.000,6.000
1529,1,-0.133,18,0,15,0,4,18,0,0,3,0,0.000,6.000,2.000,0.000,0.000,1.000
1530,0,5.000,18,0,11,12,36,30,5,7,13,6,0.000,37.000,7.000,5.000,0.000,3.000
1531,5,1.000,20,1,21,0,24,24,1,5,5,2,0.000,24.000,0.000,2.000,0.000,0.000
1532,3,15.000,52,6,56,14,43,67,5,10,24,5,1.000,44.000,8.000,5.000,8.000,13.000
1533,7,1.543,33,2,32,5,17,55,1,8,6,4,3.000,21.000,7.000,1.000,0.000,3.962
1534,4,4.000,25,2,42,8,18,43,2,5,8,3,0.545,18.791,7.856,3.637,2.007,4.611
1535,6,1.000,36,0,41,11,16,45,0,11,15,5,4.000,29.000,4.000,1.000,4.000,3.000
1536,0,0.823,19,4,12,1,8,10,0,5,3,0,0.000,11.000,0.000,1.000,0.000,0.514
1537,8,0.000,30,4,33,8,11,56,0,6,13,5,1.417,15.161,7.179,1.824,2.254,4.727
1538,7,4.000,80,4,55,11,52,90,5,21,36,2,6.000,41.000,37.000,10.000,10.000,31.000
1539,6,0.478,17,0,41,4,9,25,0,14,12,2,0.000,8.000,9.000,5.000,1.000,5.000
1540,4,0.000,18,2,24,2,11,42,1,5,4,2,1.000,17.000,4.000,1.000,0.000,2.000
1541,8,2.481,38,10,47,4,28,50,3,9,6,5,0.000,37.000,7.000,1.000,0.000,5.000
1542,2,2.000,51,1,20,7,31,53,3,6,11,0,0.000,31.000,6.000,3.000,4.000,10.000
1543,4,1.361,23,2,27,3,15,19,1,8,14,3,0.000,13.000,12.000,1.000,1.000,6.906
1544,3,0.764,19,1,6,2,18,23,2,1,4,1,0.000,20.000,2.000,1.000,0.000,2.000
1545,5,7.000,19,3,33,4,8,33,1,14,4,2,-0.108,12.030,4.068,1.263,0.682,4.695
1546,12,2.920,23,9,80,16,22,68,7,14,8,6,1.000,31.000,6.000,2.000,6.000,2.853
1547,1,2.047,30,3,10,5,21,44,0,2,2,3,0.000,27.000,0.000,1.000,0.000,0.000
1548,2,0.222,8,1,6,1,11,13,0,3,2,1,0.000,8.000,5.000,0.000,0.000,4.287
1549,0,0.702,14,2,33,0,12,22,1,11,14,0,0.000,19.000,2.000,0.000,0.000,2.184
1550,6,0.294,21,0,24,0,19,26,1,14,7,2,0.000,21.000,4.000,2.000,1.000,8.000
1551,2,1.480,10,0,11,4,2,14,2,4,4,1,0.000,10.000,3.000,0.000,0.000,2.000
1552,14,0.000,36,5,53,2,23,61,1,18,11,4,1.015,19.121,9.652,2.577,2.060,4.080
1553,7,1.000,30,2,31,2,17,42,0,5,7,5,0.000,16.000,5.000,0.000,0.000,0.000
1554,1,1.837,10,1,7,5,10,27,3,0,1,2,0.000,15.000,7.000,3.000,1.000,4.358
1555,4,5.000,35,3,19,11,26,38,2,10,10,2,0.433,23.456,11.421,3.874,1.167,6.550
1556,9,2.000,54,0,27,6,16,46,2,11,23,3,3.000,21.000,18.000,0.000,3.000,2.000
1557,1,0.896,20,6,16,4,15,34,0,2,1,3,2.000,11.000,4.000,1.000,0.000,0.000
1558,2,2.479,17,6,20,9,26,40,7,1,7,5,4.000,27.000,5.000,5.000,5.000,3.701
1559,10,5.786,50,7,28,9,61,100,6,6,16,3,19.000,20.000,34.000,7.000,20.000,5.000
1560,9,3.759,16,4,27,6,23,40,1,10,5,1,4.000,23.000,6.000,4.000,3.000,2.000
1561,5,4.014,30,6,18,2,26,38,4,2,10,8,0.000,34.000,16.000,3.000,1.000,20.000
1562,1,3.000,19,0,7,2,25,31,1,2,6,2,1.612,19.534,10.634,3.493,2.703,7.211
1563,10,3.000,57,12,89,7,19,77,2,19,27,10,4.000,23.000,21.000,2.000,4.000,8.000
1564,2,2.308,18,4,19,6,19,31,2,2,8,3,2.000,21.000,13.000,0.000,0.000,4.000
1565,2,4.000,21,1,20,2,16,30,0,7,11,3,0.000,10.000,12.000,4.000,1.000,5.000
1566,1,-0.474,2,0,4,0,2,1,0,1,1,0,1.000,1.000,0.000,1.000,0.000,0.000
1567,4,2.591,36,0,18,4,19,45,2,4,10,2,0.000,21.000,5.000,4.000,2.000,3.422
1568,0,1.000,7,0,5,0,6,8,0,1,3,1,0.000,5.000,3.000,0.000,0.000,1.000
1569,8,3.512,44,6,66,8,22,70,3,12,27,8,3.000,25.000,28.000,4.000,0.000,8.000
1570,0,1.000,22,3,16,4,27,44,1,9,2,4,2.255,21.848,6.925,4.338,4.139,4.567
1571,9,3.426,43,3,36,5,23,70,2,14,14,6,0.000,21.000,17.000,3.000,0.000,8.536
1572,2,4.761,39,1,39,4,39,30,2,11,23,1,2.000,42.000,10.000,0.000,0.000,1.000
1573,3,6.000,39,1,30,11,29,38,2,1,21,1,1.000,31.000,12.000,4.000,0.000,1.000
1574,4,1.000,36,3,22,8,24,35,4,5,13,6,1.610,24.891,12.457,4.301,3.140,3.601
1575,6,0.000,11,3,8,6,12,17,1,0,1,1,0.000,12.000,3.000,3.000,1.000,0.000
1576,5,2.112,15,2,13,2,24,28,5,9,1,0,4.000,20.000,7.000,2.000,3.000,5.000
1577,1,2.000,16,0,22,2,5,20,1,7,7,3,2.000,10.000,8.000,0.000,0.000,6.000
1578,3,0.948,14,0,8,4,5,12,1,0,3,0,0.000,13.000,2.000,0.000,0.000,0.000
1579,2,3.000,19,4,20,5,10,21,2,3,10,3,0.000,11.000,7.000,1.000,3.000,5.000
1580,4,1.000,17,1,28,7,17,30,1,14,4,3,1.891,15.927,5.913,2.751,1.035,2.174
1581,5,0.000,15,4,19,4,9,28,2,5,3,3,1.000,12.000,5.000,2.000,1.000,3.000
1582,3,3.867,46,4,33,16,39,75,0,8,9,7,2.000,30.000,16.000,6.000,5.000,2.000
1583,7,4.871,48,20,71,15,45,81,6,14,18,9,5.000,40.000,25.000,12.000,1.000,12.963
1584,1,1.434,18,1,15,4,13,32,0,2,9,3,1.000,11.000,7.000,3.000,2.000,0.000
1585,0,1.761,25,1,26,15,8,23,1,8,4,1,0.000,19.000,4.000,1.000,3.000,2.078
1586,4,1.632,13,3,20,11,5,38,1,4,5,5,0.000,13.000,4.000,1.000,4.000,2.000
1587,2,1.094,12,0,17,2,6,8,0,6,1,0,0.000,9.000,2.000,0.000,0.000,0.000
1588,10,2.262,37,2,73,4,19,65,1,17,14,8,4.000,21.000,8.000,3.000,0.000,1.000
1589,1,1.000,20,3,5,2,26,26,4,2,2,0,0.000,19.000,12.000,3.000,1.000,4.000
1590,1,0.074,12,0,12,2,5,16,1,1,3,1,0.000,9.000,7.000,1.000,0.000,5.872
1591,4,3.000,36,5,48,1,12,35,2,9,24,4,0.000,17.000,6.000,0.000,0.000,5.000
1592,3,2.000,11,0,3,1,20,16,0,0,2,1,0.000,18.000,8.000,0.000,0.000,3.000
1593,3,5.000,29,5,42,9,17,44,0,11,10,4,2.331,15.432,9.108,2.183,1.394,4.602
1594,9,0.000,13,1,14,6,0,22,0,5,5,1,0.000,7.000,2.000,0.000,0.000,6.000
1595,9,2.632,24,3,43,8,17,44,3,10,13,9,0.000,23.000,8.000,5.000,0.000,3.000
1596,2,4.000,21,1,20,6,22,61,2,5,5,6,0.560,20.467,6.582,2.492,1.673,3.204
1597,4,1.000,31,5,43,4,36,61,4,13,15,6,1.924,27.229,12.130,4.943,3.270,7.079
1598,1,1.000,17,0,17,12,17,33,3,2,2,4,0.000,23.000,5.000,6.000,1.000,1.000
1599,6,2.000,29,4,16,4,35,28,5,4,14,0,3.507,24.372,12.232,4.172,4.507,7.847
1600,9,0.000,15,0,18,1,22,43,3,9,1,4,4.000,22.000,3.000,1.000,0.000,3.000
1601,6,2.130,31,5,74,5,18,58,6,19,18,6,0.000,30.000,9.000,11.000,0.000,6.188
1602,1,6.000,21,1,8,10,26,31,8,8,1,1,0.000,28.000,9.000,6.000,2.000,5.000
1603,0,4.783,47,0,8,5,53,43,10,1,13,3,2.000,47.000,21.000,4.000,4.000,18.000
1604,2,0.681,9,3,16,1,8,24,1,7,3,2,0.000,8.000,2.000,1.000,0.000,1.491
1605,5,1.000,23,2,15,2,9,24,0,1,5,0,0.000,7.000,5.000,2.000,0.000,1.000
1606,9,4.000,43,9,81,6,20,84,3,23,15,6,4.000,25.000,10.000,2.000,2.000,6.000
1607,7,2.165,10,2,16,9,13,31,1,5,3,3,2.000,16.000,6.000,3.000,0.000,3.917
1608,2,1.000,4,0,6,6,17,13,3,2,4,0,0.109,13.413,1.887,2.600,1.219,1.204
1609,1,2.000,9,1,3,2,10,10,2,0,2,0,0.000,9.000,6.000,1.000,0.000,5.000
1610,2,0.802,4,0,4,3,10,12,1,3,1,2,0.000,11.000,3.000,0.000,0.000,0.000
1611,4,0.000,9,1,7,3,11,30,0,0,3,4,-0.949,13.746,3.192,3.157,1.345,5.703
1612,3,0.621,13,4,17,1,3,20,1,0,9,2,0.000,8.000,3.000,1.000,0.000,5.000
1613,8,0.000,62,4,25,12,32,57,4,3,25,4,3.008,29.851,20.136,3.859,2.940,12.359
1614,8,1.000,48,6,39,10,19,54,2,6,17,3,2.754,18.198,15.378,3.030,3.051,10.606
1615,8,0.000,18,0,26,10,11,39,0,13,3,3,0.000,14.000,4.000,1.000,8.000,1.000
1616,3,1.138,16,1,23,3,10,27,3,8,10,3,0.000,14.000,3.000,1.000,0.000,3.488
1617,7,1.179,36,11,34,5,14,56,0,7,7,6,1.000,16.000,5.000,5.000,2.000,4.796
1618,1,1.000,11,1,26,2,14,22,2,4,8,1,1.057,11.988,4.631,1.824,2.701,3.914
1619,4,5.000,26,4,26,9,26,53,7,6,10,8,0.000,26.000,8.000,3.000,4.000,14.000
1620,6,2.857,30,1,13,6,15,24,3,6,17,1,2.000,14.000,10.000,2.000,7.000,5.504
1621,4,1.692,26,1,23,6,31,33,0,6,10,1,1.000,25.000,6.000,4.000,4.000,5.000
1622,9,1.000,41,7,21,13,13,84,2,4,12,10,4.000,23.000,16.000,7.000,5.000,28.000
1623,5,1.466,33,5,50,5,9,42,2,11,14,2,0.000,19.000,8.000,2.000,1.000,6.505
1624,3,0.000,32,3,18,9,18,40,2,4,6,0,1.056,19.044,9.438,4.170,2.032,6.747
1625,11,2.000,42,8,55,11,19,53,0,8,11,5,1.000,20.000,8.000,6.000,2.000,4.000
1626,1,0.119,18,3,8,3,13,16,1,3,1,1,0.000,15.000,2.000,2.000,0.000,2.739
1627,0,0.000,5,1,6,4,3,10,1,1,3,0,0.000,12.000,0.000,0.000,0.000,4.000
1628,6,1.000,13,2,20,1,20,36,3,5,3,6,4.000,18.000,2.000,1.000,1.000,1.000
1629,1,0.670,15,0,16,4,15,16,1,5,6,3,0.000,27.000,0.000,3.000,0.000,1.269
1630,1,1.000,8,3,15,3,3,12,1,5,5,1,0.000,5.000,2.000,0.000,0.000,1.000
1631,1,-0.544,7,2,11,1,4,5,2,2,4,0,0.000,9.000,4.000,0.000,0.000,2.793
1632,2,2.000,32,10,32,16,20,42,2,7,10,5,0.000,28.000,9.000,4.000,1.000,1.000
1633,3,8.000,32,4,27,4,11,28,1,7,9,1,1.903,10.933,9.415,3.366,1.670,6.011
1634,3,1.649,21,5,21,12,16,31,2,1,2,5,0.000,19.000,7.000,5.000,5.000,4.511
1635,0,0.422,3,0,1,3,5,7,1,0,0,0,0.000,5.000,3.000,0.000,0.000,1.000
1636,1,0.000,13,1,12,4,5,15,0,0,3,2,0.000,7.000,1.000,5.000,0.000,1.000
1637,6,2.484,27,5,47,5,27,61,7,13,1,3,5.000,34.000,8.000,5.000,6.000,14.000
1638,2,1.000,16,1,8,3,12,23,3,1,3,1,0.000,14.000,5.000,2.000,1.000,3.000
1639,8,4.843,38,4,47,13,47,96,12,11,14,10,2.000,57.000,12.000,6.000,2.000,13.000
1640,3,4.000,20,8,26,3,35,44,4,4,7,2,0.000,38.000,1.000,3.000,0.000,4.000
1641,1,0.953,18,1,13,10,9,15,1,4,6,3,2.000,6.000,10.000,4.000,3.000,4.000
1642,3,2.507,38,2,21,9,16,50,1,8,12,4,4.000,11.000,10.000,2.000,2.000,0.000
1643,4,3.000,23,1,19,8,25,46,1,9,3,5,8.000,24.000,12.000,4.000,1.000,2.000
1644,1,0.414,17,2,23,4,10,26,0,6,1,2,2.000,16.000,5.000,1.000,1.000,2.840
1645,1,1.000,23,7,9,2,20,17,0,4,7,1,0.938,17.410,7.361,2.049,2.429,7.240
1646,0,7.000,18,0,5,1,24,19,1,0,6,3,0.000,17.000,4.000,5.000,0.000,5.000
1647,2,1.000,37,0,18,9,28,44,1,5,10,2,1.000,27.000,7.000,3.000,2.000,4.000
1648,9,1.000,46,6,40,13,14,62,2,9,17,4,0.000,20.000,13.000,8.000,4.000,7.000
