期間,年齢,収入,教育,雇用,設備,コールカード,ワイヤレス,長距離月,通話料月,設備月,カード月,ワイヤレス月,長距離計,通話料計,カード計,ボイス,ポケベル,インターネット,キャッチ,スリーホン,電子請求,log長距離,log無料通話,ln収入,顧客,解約
16,27,16.000,5,0,1,1,1,5.450,17.750,44.850,13.500,33.900,102.750,282.200,235.000,0,1,0,1,1,1,1.696,2.876,2.773,4,1
38,30,22.000,2,3,0,1,0,5.600,0.000,0.000,12.250,0.000,215.050,0.000,455.000,0,0,1,0,0,1,1.723,3.240,3.091,2,0
52,45,40.000,3,9,1,1,1,8.450,0.000,34.350,14.500,34.100,512.650,0.000,705.000,1,0,1,0,1,1,2.134,3.240,3.689,4,0
46,48,256.000,3,25,1,1,1,13.800,31.750,43.650,18.750,66.000,612.550,1449.000,835.000,1,1,1,1,1,0,2.625,3.458,5.545,4,0
31,46,144.000,4,13,0,1,0,7.600,15.250,0.000,9.750,0.000,271.550,501.150,290.000,0,0,1,1,0,1,2.028,2.725,4.970,3,0
23,31,45.000,4,0,0,0,0,5.000,11.750,0.000,0.000,0.000,119.500,275.050,0.000,0,0,1,0,0,1,1.609,2.464,3.807,2,0
38,56,34.000,2,0,0,0,1,7.800,0.000,0.000,0.000,24.650,272.750,0.000,0.000,0,0,1,1,1,0,2.054,3.240,3.526,3,0
50,54,248.000,3,28,0,1,1,11.050,17.250,0.000,5.500,29.150,497.900,833.850,270.000,0,0,0,1,0,0,2.402,2.848,5.513,3,0
16,49,41.000,2,5,1,0,1,4.100,14.000,39.150,0.000,31.800,62.450,260.050,0.000,1,1,1,0,0,0,1.411,2.639,3.714,4,0
14,34,27.000,4,1,1,1,1,6.050,23.500,36.250,20.500,37.850,90.200,313.800,260.000,1,1,1,0,1,1,1.800,3.157,3.296,4,0
30,52,17.000,3,3,1,1,0,10.300,0.000,37.600,15.250,0.000,367.400,0.000,420.000,0,0,1,0,0,0,2.332,3.240,2.833,2,1
22,47,44.000,4,11,1,1,1,9.000,21.250,50.750,57.250,57.000,194.550,466.900,1220.000,1,1,1,1,1,1,2.197,3.056,3.784,4,1
38,55,135.000,2,24,0,1,0,12.150,31.750,0.000,16.250,0.000,467.750,1167.650,595.000,1,1,1,1,1,1,2.497,3.458,4.905,4,0
59,26,41.000,4,1,1,1,1,12.650,0.000,35.100,46.750,29.150,804.000,0.000,2710.000,0,0,1,0,0,0,2.538,3.240,3.714,2,1
54,55,587.000,3,33,0,0,0,13.000,0.000,0.000,0.000,0.000,650.850,0.000,0.000,1,0,0,1,1,0,2.565,3.240,6.375,3,0
9,40,38.000,4,7,1,1,1,3.350,21.000,42.400,17.500,59.550,37.700,179.800,125.000,1,1,1,1,1,1,1.209,3.045,3.638,4,1
67,67,49.000,2,10,1,1,0,14.300,0.000,29.250,25.250,0.000,924.550,0.000,1675.000,0,0,1,0,0,1,2.660,3.240,3.892,2,0
24,44,33.000,3,0,1,0,0,4.650,0.000,26.650,0.000,0.000,100.950,0.000,0.000,0,0,0,0,1,1,1.537,3.240,3.497,1,0
12,55,36.000,1,5,1,0,0,5.950,0.000,26.550,0.000,0.000,73.350,0.000,0.000,0,0,1,0,0,0,1.783,3.240,3.584,2,1
26,47,54.000,3,0,1,1,1,7.100,16.000,38.500,18.000,23.500,205.400,484.900,435.000,1,0,1,0,1,1,1.960,2.773,3.989,2,0
3,32,58.000,2,11,1,1,1,2.750,15.750,29.500,9.250,28.550,5.700,49.650,15.000,1,1,0,0,0,1,1.012,2.757,4.060,4,1
20,46,23.000,5,4,0,0,0,4.750,0.000,0.000,0.000,0.000,82.300,0.000,0.000,1,0,1,1,0,1,1.558,3.240,3.135,4,0
5,52,97.000,5,9,1,1,1,3.100,16.500,35.250,25.500,40.300,12.900,83.000,115.000,1,1,1,1,1,0,1.131,2.803,4.575,4,1
58,53,207.000,3,12,1,1,1,7.300,29.500,51.200,22.000,62.800,447.150,1653.900,1250.000,1,1,1,1,1,1,1.988,3.384,5.333,4,1
54,28,21.000,3,3,0,1,0,10.400,0.000,0.000,25.750,0.000,567.550,0.000,1395.000,0,0,0,0,0,0,2.342,3.240,3.045,1,0
52,39,119.000,3,18,0,1,0,10.500,25.000,0.000,8.250,0.000,556.500,1280.900,450.000,0,1,0,0,0,1,2.351,3.219,4.779,1,0
38,30,25.000,1,5,0,1,0,3.950,0.000,0.000,12.000,0.000,179.750,0.000,430.000,0,0,0,0,0,0,1.374,3.240,3.219,1,0
19,46,59.000,3,17,0,0,0,5.600,9.000,0.000,0.000,0.000,97.250,191.250,0.000,0,0,0,0,1,0,1.723,2.197,4.078,1,0
22,33,24.000,1,3,0,0,0,7.100,0.000,0.000,0.000,0.000,153.400,0.000,0.000,0,0,0,0,0,1,1.960,3.240,3.178,1,0
49,35,113.000,4,4,0,0,0,16.100,0.000,0.000,0.000,0.000,818.450,0.000,0.000,0,0,0,0,0,1,2.779,3.240,4.727,2,0
5,39,22.000,1,0,0,1,0,4.700,19.000,0.000,9.250,0.000,32.950,106.850,30.000,0,0,0,1,1,0,1.548,2.944,3.091,3,0
18,69,11.000,1,17,0,0,0,3.850,0.000,0.000,0.000,0.000,62.750,0.000,0.000,0,0,0,0,0,0,1.348,3.240,2.398,1,0
43,29,33.000,1,13,0,1,1,22.050,18.750,0.000,7.500,24.950,1042.950,830.750,345.000,0,0,0,1,1,0,3.093,2.931,3.497,3,0
17,50,205.000,5,19,1,0,1,6.950,21.250,37.950,0.000,36.650,121.450,371.200,0.000,1,1,1,1,1,1,1.939,3.056,5.323,4,1
37,33,41.000,3,8,1,0,0,9.200,0.000,30.450,0.000,0.000,347.100,0.000,0.000,0,0,0,0,0,1,2.219,3.240,3.714,2,1
8,39,39.000,1,7,0,0,0,3.150,10.750,0.000,0.000,0.000,29.050,83.550,0.000,0,0,0,0,0,0,1.147,2.375,3.664,1,0
51,46,107.000,2,21,0,1,1,17.300,25.750,0.000,23.000,37.400,840.000,1396.750,1155.000,0,1,0,1,1,0,2.851,3.248,4.673,3,0
71,55,198.000,1,31,0,1,0,17.800,44.250,0.000,32.000,0.000,1218.000,3058.500,2305.000,1,0,0,1,1,0,2.879,3.790,5.288,3,0
56,53,100.000,5,14,1,1,0,14.150,0.000,34.200,9.500,0.000,752.900,0.000,560.000,1,0,1,0,0,1,2.650,3.240,4.605,2,0
70,68,1131.000,2,45,0,1,1,14.850,57.500,0.000,15.000,39.500,1104.400,3926.650,990.000,0,1,0,1,1,0,2.698,4.052,7.031,3,0
62,53,360.000,3,26,0,1,0,31.900,53.250,0.000,16.500,0.000,1892.850,3232.050,890.000,0,0,0,1,1,0,3.463,3.975,5.886,3,0
50,52,162.000,2,27,1,1,1,12.850,24.250,49.200,14.250,42.850,599.050,1238.200,725.000,1,1,0,1,1,1,2.553,3.188,5.088,4,0
1,31,29.000,5,2,1,0,0,1.450,0.000,25.250,0.000,0.000,1.450,0.000,0.000,0,0,1,0,0,1,0.372,3.240,3.367,1,1
15,26,38.000,4,1,1,0,0,7.400,0.000,35.400,0.000,0.000,91.700,0.000,0.000,1,0,1,0,0,1,2.001,3.240,3.638,4,1
72,55,82.000,3,25,1,1,0,62.300,0.000,35.650,65.250,0.000,4333.000,0.000,4915.000,0,0,0,1,0,1,4.132,3.240,4.407,2,0
69,47,159.000,2,24,0,1,0,25.200,0.000,0.000,36.250,0.000,1714.700,0.000,2470.000,0,0,0,0,0,0,3.227,3.240,5.069,3,1
32,44,201.000,2,24,0,1,0,7.650,28.000,0.000,18.500,0.000,237.850,895.050,595.000,0,1,0,1,1,0,2.035,3.332,5.303,3,0
19,25,27.000,4,0,0,1,0,9.550,20.500,0.000,34.750,0.000,172.550,398.950,620.000,1,0,0,1,1,0,2.257,3.020,3.296,3,1
42,54,57.000,3,10,1,1,1,8.700,0.000,47.150,11.750,47.500,356.450,0.000,415.000,1,0,1,0,1,1,2.163,3.240,4.043,4,0
51,49,45.000,1,16,0,1,0,15.700,0.000,0.000,8.500,0.000,815.050,0.000,400.000,0,0,0,1,0,0,2.754,3.240,3.807,1,0
32,22,17.000,2,2,0,1,0,4.800,28.000,0.000,19.000,0.000,157.250,952.900,600.000,1,0,0,1,1,0,1.569,3.332,2.833,3,1
26,55,61.000,1,26,0,1,0,4.250,29.000,0.000,12.000,0.000,102.450,729.150,300.000,0,0,0,1,1,0,1.447,3.367,4.111,3,0
39,44,418.000,4,18,0,1,0,7.050,27.500,0.000,17.500,0.000,269.000,1046.200,640.000,1,1,0,1,1,0,1.953,3.314,6.035,4,0
72,53,152.000,2,32,0,1,1,43.250,50.500,0.000,19.250,44.900,3115.000,3669.000,1315.000,0,1,1,1,0,0,3.767,3.922,5.024,4,0
4,39,38.000,4,1,0,1,1,2.800,22.750,0.000,13.750,30.200,9.350,103.450,40.000,1,1,1,1,1,0,1.030,3.125,3.638,4,1
54,50,151.000,4,20,0,1,1,21.950,40.250,0.000,25.750,21.800,1248.250,2030.200,1355.000,0,0,0,1,1,0,3.089,3.695,5.017,3,0
34,40,23.000,4,9,1,1,1,5.950,25.750,45.400,16.750,37.700,207.700,805.850,540.000,0,1,1,1,1,1,1.783,3.248,3.135,4,0
20,25,33.000,4,0,0,1,1,4.550,16.000,0.000,19.250,27.050,115.650,288.750,365.000,0,0,1,0,0,1,1.515,2.773,3.497,1,0
14,49,26.000,1,8,0,1,0,6.500,0.000,0.000,14.500,0.000,86.700,0.000,180.000,0,0,0,0,0,0,1.872,3.240,3.258,1,0
61,59,89.000,1,40,0,1,0,17.350,35.000,0.000,29.250,0.000,988.800,2166.800,1805.000,0,0,0,1,1,0,2.854,3.555,4.489,3,0
4,24,25.000,4,0,0,1,0,3.750,0.000,0.000,15.750,0.000,12.400,0.000,35.000,1,0,1,1,0,0,1.322,3.240,3.219,1,1
16,48,59.000,2,13,0,1,0,7.850,20.250,0.000,14.000,0.000,104.900,349.400,180.000,0,0,0,1,1,0,2.061,3.008,4.078,3,1
13,41,55.000,2,12,0,0,0,4.850,0.000,0.000,0.000,0.000,55.650,0.000,0.000,0,0,0,0,0,1,1.579,3.240,4.007,1,0
53,37,25.000,3,6,1,1,0,9.950,0.000,28.650,23.500,0.000,558.150,0.000,1170.000,0,0,1,0,0,1,2.298,3.240,3.219,2,1
58,36,39.000,2,8,0,1,1,16.400,38.250,0.000,55.500,57.050,933.100,2355.400,3145.000,1,1,1,1,1,1,2.797,3.644,3.664,4,1
25,38,56.000,1,19,1,1,1,10.550,0.000,31.950,32.750,23.650,290.250,0.000,770.000,1,0,0,0,1,0,2.356,3.240,4.025,3,0
71,61,155.000,3,30,0,1,0,23.900,27.500,0.000,15.000,0.000,1684.050,1935.150,1030.000,0,0,0,1,1,0,3.174,3.314,5.043,3,0
22,33,119.000,5,0,1,0,1,4.300,23.250,51.600,0.000,60.350,88.500,520.450,0.000,1,1,1,1,1,1,1.459,3.146,4.779,4,1
46,48,64.000,3,20,1,1,1,10.200,26.500,40.200,11.500,23.200,393.550,1316.700,510.000,0,0,0,1,1,1,2.322,3.277,4.159,3,0
66,50,333.000,5,24,0,1,0,10.300,0.000,0.000,14.250,0.000,659.550,0.000,975.000,0,1,1,0,0,0,2.332,3.240,5.808,2,0
69,58,26.000,2,7,1,1,1,32.650,33.000,54.000,29.250,50.650,2321.800,2378.200,2055.000,1,1,1,1,1,0,3.486,3.497,3.258,4,0
38,49,33.000,4,11,1,0,1,6.850,0.000,42.100,0.000,25.150,285.550,0.000,0.000,0,0,1,1,1,1,1.924,3.240,3.497,2,0
16,35,46.000,3,3,1,0,0,5.100,0.000,27.150,0.000,0.000,74.100,0.000,0.000,0,0,0,0,0,1,1.629,3.240,3.829,1,0
44,39,41.000,2,8,0,1,0,7.550,16.250,0.000,10.250,0.000,353.300,638.250,490.000,1,1,1,1,1,1,2.022,2.788,3.714,4,0
50,50,31.000,1,8,0,1,0,11.950,0.000,0.000,28.250,0.000,540.500,0.000,1355.000,0,0,0,0,1,0,2.481,3.240,3.434,3,0
10,23,29.000,4,0,1,1,1,4.950,32.000,53.250,35.750,50.450,62.100,323.800,285.000,1,1,1,1,1,1,1.599,3.466,3.367,4,0
7,41,94.000,2,16,1,1,1,3.850,28.000,37.650,9.000,41.400,27.950,218.900,65.000,1,1,0,1,1,1,1.348,3.332,4.543,4,0
71,48,288.000,3,19,0,1,0,30.900,0.000,0.000,19.750,0.000,2123.600,0.000,1305.000,0,0,0,0,0,0,3.431,3.240,5.663,1,0
16,39,31.000,1,4,0,0,0,5.000,0.000,0.000,0.000,0.000,69.600,0.000,0.000,0,0,0,0,0,0,1.609,3.240,3.434,1,0
6,20,25.000,2,0,0,1,0,1.900,20.750,0.000,15.500,0.000,19.300,114.400,95.000,0,0,0,1,1,0,0.642,3.033,3.219,3,0
46,55,269.000,2,35,0,1,0,10.100,39.000,0.000,18.000,0.000,449.700,1829.750,775.000,0,1,0,1,1,0,2.313,3.664,5.595,3,0
51,49,203.000,3,27,0,1,0,17.600,22.000,0.000,21.750,0.000,961.900,1125.250,1075.000,1,0,0,1,1,0,2.868,3.091,5.313,3,0
5,34,22.000,2,2,1,0,1,3.600,12.500,28.500,0.000,19.300,16.100,46.700,0.000,1,0,0,1,0,1,1.281,2.526,3.091,1,1
49,54,25.000,2,1,0,1,0,14.650,0.000,0.000,41.250,0.000,719.500,0.000,1980.000,0,0,0,0,0,0,2.684,3.240,3.219,1,0
49,51,222.000,5,16,0,0,0,12.250,0.000,0.000,0.000,0.000,575.600,0.000,0.000,0,0,1,1,0,1,2.506,3.240,5.403,2,0
26,30,76.000,3,7,1,0,0,9.450,0.000,29.200,0.000,0.000,214.700,0.000,0.000,0,1,0,0,0,1,2.246,3.240,4.331,1,0
22,39,55.000,2,17,0,1,1,5.400,38.750,0.000,17.750,50.200,81.550,908.350,290.000,1,1,1,1,1,1,1.686,3.657,4.007,4,1
51,45,46.000,3,6,1,1,1,20.700,34.750,48.650,32.250,48.650,1082.400,1711.750,1600.000,1,1,1,1,1,0,3.030,3.548,3.829,4,0
19,27,56.000,4,1,1,1,1,4.750,0.000,46.300,21.750,37.700,97.850,0.000,445.000,1,1,1,1,1,1,1.558,3.240,4.025,4,1
9,36,79.000,3,11,1,1,1,5.800,27.750,33.750,30.750,25.900,44.550,246.000,230.000,1,0,0,1,1,0,1.758,3.323,4.369,3,1
15,25,51.000,3,2,0,0,0,3.150,0.000,0.000,0.000,0.000,45.350,0.000,0.000,0,0,0,0,0,0,1.147,3.240,3.932,1,0
57,63,61.000,1,27,0,1,0,12.700,38.250,0.000,33.750,0.000,767.750,2239.700,1880.000,0,0,0,1,1,0,2.542,3.644,4.111,3,0
48,45,41.000,1,10,0,0,0,10.200,0.000,0.000,0.000,0.000,445.700,0.000,0.000,0,0,0,0,0,0,2.322,3.240,3.714,1,0
9,53,50.000,2,13,1,0,0,3.100,0.000,21.350,0.000,0.000,22.000,0.000,0.000,0,0,0,0,0,1,1.131,3.240,3.912,1,1
61,52,82.000,1,18,0,1,0,12.100,0.000,0.000,15.750,0.000,751.750,0.000,910.000,0,0,0,0,1,0,2.493,3.240,4.407,3,0
72,53,108.000,1,23,0,1,1,32.550,35.500,0.000,14.750,40.750,2361.350,2535.400,1060.000,0,0,0,1,1,0,3.483,3.570,4.682,3,0
57,60,14.000,2,27,0,1,0,16.100,14.000,0.000,11.750,0.000,938.650,822.350,630.000,0,0,0,1,1,0,2.779,2.639,2.639,3,0
57,51,46.000,1,13,0,1,0,15.100,0.000,0.000,7.500,0.000,901.050,0.000,395.000,0,0,1,0,1,0,2.715,3.240,3.829,2,0
37,60,46.000,1,20,0,1,0,8.800,37.750,0.000,22.000,0.000,293.650,1377.850,785.000,0,0,0,1,1,0,2.175,3.631,3.829,3,0
45,51,146.000,4,16,0,1,0,20.250,0.000,0.000,37.750,0.000,869.750,0.000,1640.000,0,0,0,0,0,1,3.008,3.240,4.984,1,0
45,39,36.000,1,11,0,1,0,15.200,0.000,0.000,14.250,0.000,736.750,0.000,615.000,0,0,1,0,0,0,2.721,3.240,3.584,1,0
55,44,83.000,1,23,0,1,0,17.350,24.500,0.000,14.250,0.000,973.100,1343.500,720.000,0,0,0,0,1,0,2.854,3.199,4.419,3,0
24,27,17.000,3,3,0,0,0,5.200,18.500,0.000,0.000,0.000,89.000,462.250,0.000,1,0,0,1,0,0,1.649,2.918,2.833,2,1
1,20,18.000,3,0,1,0,1,4.200,0.000,34.050,0.000,16.850,4.200,0.000,0.000,1,0,1,0,1,1,1.435,3.240,2.890,1,1
34,23,24.000,1,7,0,1,0,6.000,28.000,0.000,12.750,0.000,203.250,959.400,435.000,0,0,0,1,1,0,1.792,3.332,3.178,3,0
14,37,48.000,3,1,0,0,0,4.900,14.500,0.000,0.000,0.000,78.200,230.350,0.000,0,0,0,0,0,0,1.589,2.674,3.871,1,0
6,32,47.000,1,10,0,1,0,3.850,23.750,0.000,12.500,0.000,29.900,128.450,80.000,0,0,0,1,1,0,1.348,3.168,3.850,3,0
24,30,25.000,4,5,0,1,1,8.700,47.750,0.000,32.750,64.000,186.600,1152.900,780.000,1,1,1,1,1,1,2.163,3.866,3.219,4,1
3,26,59.000,4,0,1,1,1,2.550,23.500,29.600,10.750,19.200,2.700,80.500,10.000,1,1,0,0,1,0,0.936,3.157,4.078,4,1
4,30,45.000,4,6,1,1,0,3.650,0.000,34.200,29.000,0.000,8.850,0.000,80.000,1,0,1,0,1,1,1.295,3.240,3.807,4,1
72,40,163.000,4,15,0,1,0,39.000,31.250,0.000,14.750,0.000,2914.000,2176.850,1070.000,0,0,0,0,1,1,3.664,3.442,5.094,2,0
44,56,63.000,2,6,0,0,0,7.500,20.250,0.000,0.000,0.000,342.200,861.950,0.000,0,0,0,1,0,0,2.015,3.008,4.143,3,1
50,43,27.000,3,4,0,1,0,15.000,45.250,0.000,52.750,0.000,817.850,2320.250,2645.000,0,0,0,1,1,0,2.708,3.812,3.296,3,0
61,50,190.000,2,22,1,1,1,16.850,0.000,42.550,26.500,44.100,1063.150,0.000,1600.000,0,0,1,0,0,1,2.824,3.240,5.247,2,0
34,52,106.000,2,19,0,1,0,4.950,19.000,0.000,13.500,0.000,153.500,649.350,430.000,0,0,1,0,1,0,1.599,2.944,4.663,3,0
26,54,26.000,3,1,0,1,1,5.200,23.500,0.000,23.750,39.250,149.200,670.100,610.000,0,1,0,1,1,1,1.649,3.157,3.258,4,1
15,46,63.000,5,1,1,0,1,3.700,16.500,42.500,0.000,33.100,40.550,207.350,0.000,1,1,1,0,1,1,1.308,2.803,4.143,4,1
10,39,27.000,3,0,1,0,0,3.000,0.000,29.050,0.000,0.000,32.250,0.000,0.000,0,0,0,0,0,1,1.099,3.240,3.296,1,0
7,34,22.000,5,5,1,0,0,4.650,0.000,25.600,0.000,0.000,29.350,0.000,0.000,0,0,0,0,0,0,1.537,3.240,3.091,1,0
67,59,944.000,5,33,1,1,1,26.750,32.000,54.550,35.750,65.800,1837.550,2117.650,2360.000,1,1,1,1,1,1,3.287,3.466,6.850,4,0
70,49,87.000,2,22,0,1,0,25.600,33.500,0.000,25.250,0.000,1841.850,2368.200,1705.000,1,0,0,1,1,0,3.243,3.512,4.466,3,0
50,36,39.000,3,3,1,1,0,13.150,0.000,33.600,16.250,0.000,665.400,0.000,745.000,0,0,1,0,0,1,2.576,3.240,3.664,2,1
