CUSTID,小計_Sum,アクセサリ_小計_Sum,インナーウエア_小計_Sum,バッグ_小計_Sum,化粧品_小計_Sum,婦人服_小計_Sum,靴_小計_Sum,食品_小計_Sum
105484,130488,4240,4470,5971,45764,35114,26498,8431
105485,60117,0,0,1725,16732,8710,24040,8910
105487,342515,0,105706,19666,54723,2258,9474,150688
105488,29942,0,0,0,11382,15300,0,3260
105489,131518,0,0,35397,3705,66466,25950,0
105493,44687,8030,0,2200,2740,31717,0,0
105494,38100,0,0,38100,0,0,0,0
105495,51774,6800,7594,0,3280,3840,15140,15120
105497,31926,0,0,3071,7405,7260,14190,0
105498,698360,85051,29662,27216,84842,249626,69632,152331
105505,37996,7367,8071,21378,1180,0,0,0
105508,55545,20085,1702,1881,14660,13607,3610,0
105514,886973,0,342557,172488,97494,102335,48865,123234
105515,113086,0,20000,8250,70636,0,14200,0
105516,177298,3353,80417,9430,35480,10707,22028,15883
105517,62747,6580,19033,2320,6528,0,16720,11566
105519,53407,0,0,41607,0,11800,0,0
105520,99618,0,35178,0,50790,9960,3690,0
105521,92445,1490,10219,18165,19581,21720,0,21270
105523,117994,2859,9089,0,21352,53179,10730,20785
105524,50422,0,0,9400,26830,0,4140,10052
105525,59460,0,6500,13600,0,39360,0,0
105529,253485,0,25186,43930,66245,42202,33982,41940
105530,151695,0,27270,0,60705,29000,34720,0
105533,113083,0,6431,0,20783,16385,37410,32074
105539,2384638,54680,362896,72051,510128,516852,540225,327806
105541,112907,2980,26457,20363,21726,19580,18586,3215
105544,16460,0,4430,0,1980,5209,2196,2645
105545,190475,2166,0,1781,162503,0,8745,15280
105547,213022,25815,6326,10501,138702,11800,19878,0
105549,1594480,0,0,4989,493917,1026976,27466,41132
105551,108780,0,0,55720,13320,18870,20870,0
105552,288935,5000,50263,45088,89217,46521,24980,27866
105553,515720,58671,287625,0,3480,100179,32705,33060
105556,836929,41446,349551,59685,113716,48128,110750,113653
105557,225244,0,44436,54410,79058,38400,8940,0
105559,15922,0,0,10371,4505,0,1046,0
105560,145519,0,10185,0,24780,41400,65502,3652
105562,542371,27420,35356,371530,70988,29720,7357,0
105565,71117,0,0,30758,27410,0,0,12949
105566,150148,14490,59386,2100,38898,12798,0,22476
105568,124254,0,29490,0,60104,13160,0,21500
105569,167517,0,75394,0,11000,70323,10800,0
105570,172733,13062,12769,15043,105045,21120,3304,2390
105571,52118,0,0,0,40119,5681,3221,3097
105576,293979,0,43122,21381,136128,5088,13491,74769
105577,46518,10548,0,0,4640,27530,3800,0
105578,70216,0,0,5760,3200,61256,0,0
105581,211817,14564,34845,63866,86757,8680,3105,0
105584,325775,54346,11315,11020,47040,190844,11210,0
105587,195038,29802,68095,46833,19502,0,5690,25116
105590,54537,0,2730,0,19398,1520,11752,19137
105592,87901,1800,0,29406,29446,9280,7196,10773
105594,57162,4050,0,9980,36580,4500,2052,0
105596,381025,39867,15547,4530,111678,114237,30680,64486
105598,917984,113570,58231,16151,391060,17778,202184,119010
105600,136288,0,19336,1560,13895,73147,0,28350
105610,43135,3185,1900,0,17606,1192,14997,4255
105611,380703,20198,38889,86243,97229,33359,67177,37608
105612,101417,0,0,55639,0,11565,33016,1197
105615,72611,0,0,10493,43614,0,4019,14485
105620,60869,0,0,16599,11372,0,27673,5225
105621,116515,2585,14300,24090,13220,4020,19900,38400
105622,138610,33480,10160,39240,19880,0,0,35850
105624,235790,10500,43208,1697,119671,16584,39360,4770
105625,417704,6707,85462,43737,82509,68163,62500,68626
105627,189393,0,42880,0,40392,53497,28670,23954
105628,52600,5780,2880,21160,4500,9000,0,9280
105629,334018,61728,96812,14975,48795,28993,23330,59385
105633,76011,1437,41510,0,8741,3980,6610,13733
105639,193777,28245,0,0,6593,0,0,158939
105640,270522,0,112339,27733,66419,23218,40813,0
105641,318903,16738,141456,17154,63853,7357,57606,14739
105642,428250,216417,0,21705,40093,142665,7370,0
105644,69250,6300,0,7596,23630,24804,0,6920
105648,47874,0,21455,0,8985,14462,1280,1692
105650,445648,155325,41491,62178,95749,13028,76849,1028
105656,76770,12402,0,0,28230,29940,1850,4348
105658,463794,2592,17291,29192,179086,123554,72486,39593
105661,238839,0,25554,0,32000,0,181285,0
105663,67042,7750,4000,0,3290,22252,0,29750
105665,132727,0,17014,6171,17970,82980,2972,5620
105666,49541,0,0,29317,0,16684,3540,0
105667,1919520,29601,24006,680877,292526,640338,203534,48638
105668,231981,0,0,23821,26460,76140,4980,100580
105669,75256,0,0,0,8472,66784,0,0
105671,142328,19386,38836,19620,23691,27763,11576,1456
105674,48380,0,34800,0,3280,0,10300,0
105676,92011,9750,22435,6054,16127,16670,10055,10920
105677,48574,0,5366,19800,1350,6322,15736,0
105679,52822,0,10806,30716,4400,4720,2180,0
105682,62200,0,0,23034,1050,38116,0,0
105684,116247,10206,12470,10182,23580,25040,24577,10192
105687,63910,0,8616,0,8690,1590,18008,27006
105688,351073,43735,40378,61210,116085,25900,12710,51055
105689,19600,0,0,0,0,19600,0,0
105691,83776,3875,16406,7448,19429,24092,12526,0
105699,57175,0,15220,1885,15000,23550,1520,0
105700,58535,0,0,2634,1630,3990,43184,7097
105703,79800,0,0,0,1300,78500,0,0
105704,296310,0,24872,4991,25802,33791,101801,105053
105706,45315,0,26448,1360,4152,11910,0,1445
105707,142234,0,0,0,1440,130980,1834,7980
105708,385071,19144,51257,23361,110024,22805,126473,32007
105709,18446,4074,4910,0,9462,0,0,0
105710,113335,0,0,25075,57630,3430,27200,0
105716,77130,0,4490,0,23546,2480,7648,38966
105718,69717,0,0,0,21900,11897,16066,19854
105719,68381,18400,0,19021,22120,0,0,8840
105725,733367,3658,145790,21967,112839,277527,68126,103460
105727,45986,0,0,4400,28453,0,13133,0
105729,117047,0,29136,5400,40135,0,12106,30270
105730,151689,0,21500,19440,67543,28156,3450,11600
105734,35540,0,7790,0,0,27750,0,0
105735,75579,1960,0,0,73619,0,0,0
105737,46621,8160,18960,0,10821,8680,0,0
105739,124081,4218,3575,11750,30269,56819,14720,2730
105740,636505,0,51036,109119,55680,7517,31276,381877
105741,144528,0,27960,0,6400,80620,11110,18438
105742,330175,7500,35233,49070,27060,120878,3200,87234
105743,61280,0,0,0,0,31280,0,30000
105744,229651,0,73443,7230,53510,56748,25648,13072
105745,715908,0,272769,74370,248382,69834,4652,45901
105746,33556,0,0,1791,19176,0,12589,0
105747,516347,30966,109814,58085,124480,124213,22149,46640
105748,288739,23490,3664,8965,154140,41227,16190,41063
105749,75031,0,26235,12600,13510,13086,9600,0
105750,22940,0,2800,0,20140,0,0,0
105753,88029,0,15343,4500,5960,45486,16740,0
105755,518253,30730,100074,70820,124942,93592,59471,38624
105759,539674,0,123720,0,232400,175104,6830,1620
105760,37214,0,9479,0,18618,5854,0,3263
105762,258876,0,67610,37685,47596,27826,9441,68718
105763,200408,0,0,121419,57139,0,0,21850
105764,27916,3680,0,13152,0,7520,3564,0
105768,201113,0,46668,8700,27357,65520,12470,40398
105770,62130,5532,0,4500,13728,30720,6200,1450
105771,18855,0,0,0,18855,0,0,0
105773,55786,5275,0,0,7820,22040,19616,1035
105778,458160,10312,93549,27254,172617,51257,2200,100971
105780,1085559,225408,315755,110074,138647,167595,110538,17542
105781,32460,0,0,13500,1500,17460,0,0
105785,222674,0,33977,42528,27988,99003,14728,4450
105786,133256,18308,41007,0,50941,18720,4280,0
105789,30601,0,0,18226,7595,1780,0,3000
105790,151135,8464,0,1885,89046,23764,15600,12376
105792,135449,19095,37903,6983,32763,14910,10160,13635
105796,166398,0,30418,14104,41783,19124,59667,1302
105798,234236,159736,4266,0,0,15010,55224,0
105799,37577,0,13682,6110,12120,2976,2689,0
105805,238480,0,0,0,0,238480,0,0
105806,40941,5917,2768,20870,4354,3002,4030,0
105807,124160,0,96811,4864,20505,1980,0,0
105809,537532,67656,162184,57355,109147,69679,60741,10770
105810,71435,0,15850,2540,33345,19700,0,0
105812,78550,0,8300,0,12490,52860,4900,0
105813,124683,3402,0,51970,19845,1862,16518,31086
105814,39196,0,2375,0,13200,3880,11525,8216
105816,89070,3920,12198,0,1170,17819,0,53963
105817,104712,0,3870,0,80802,13080,0,6960
105819,71366,1960,4691,16606,11477,6604,29000,1028
105820,444471,10866,341119,9557,39976,4992,30110,7851
105824,115989,4635,0,96052,0,1630,0,13672
105829,84856,21875,46054,0,10977,5950,0,0
105831,26718,0,0,0,13676,0,13042,0
105838,472763,29372,57230,83700,159990,54650,19802,68019
105839,80605,0,0,16410,37137,10880,2281,13897
105840,94759,0,9399,62420,22940,0,0,0
105841,95897,1188,17643,2165,22822,3343,24511,24225
105842,72985,0,41215,0,14800,16970,0,0
105847,58647,0,1380,2850,32382,3212,18823,0
105849,157586,0,0,0,6750,111836,39000,0
105851,45646,6640,2852,0,3031,9593,6095,17435
105852,105591,6105,14669,12634,16355,31621,16824,7383
105853,63903,0,0,10242,38040,15621,0,0
105854,108560,0,16250,15555,45035,28520,0,3200
105856,142753,1970,91974,0,31540,3725,2490,11054
105859,120567,0,0,55093,10675,0,21778,33021
105860,87210,4480,5160,65070,2800,0,9700,0
105861,17980,0,0,15770,2210,0,0,0
105862,34642,0,0,3732,12980,17930,0,0
105863,493071,13381,33077,63077,120182,161734,35061,66559
105865,49413,0,0,0,17701,24112,3200,4400
105868,458191,5460,26454,35708,103932,99354,70593,116690
105870,151690,0,16136,47844,22883,5880,55376,3571
105872,62500,0,7645,0,0,0,53155,1700
105873,56077,0,0,4650,25322,0,0,26105
105875,98809,4312,4029,73365,5586,6299,0,5218
105876,106773,3715,9600,40064,28540,11321,13533,0
105882,219837,27720,73106,16960,88881,3960,9210,0
105884,198763,25186,40360,1035,26098,51654,0,54430
105886,50604,0,0,0,33784,5360,11460,0
105887,75564,19434,24882,1650,19068,10530,0,0
105888,30878,0,0,6832,1350,4823,1780,16093
105889,30963,0,21763,9200,0,0,0,0
105890,140669,4504,23161,57050,9815,23188,16500,6451
105891,42188,0,7760,0,28000,6428,0,0
105892,68773,0,3580,3700,43703,1212,14292,2286
105893,229858,24918,24905,8120,42448,25197,99175,5095
105896,86584,1960,9351,28694,3023,30514,0,13042
105897,47530,0,3250,5480,5700,0,33100,0
105898,36286,0,25514,0,0,5600,0,5172
105899,72669,4414,4665,0,38393,20303,2033,2861
105907,74010,5222,21285,24300,12111,8835,0,2257
105909,81775,2884,8314,0,29654,16310,22497,2116
105910,187889,8430,64488,23629,25411,48250,4730,12951
105911,140281,0,2960,50039,33332,0,0,53950
105913,42802,0,2980,4400,9662,4400,21360,0
105915,481244,50591,117229,0,57730,93370,82690,79634
105916,236265,0,61602,24616,41366,51220,44495,12966
105920,73552,0,1400,26440,34588,0,0,11124
105925,23663,0,1056,14415,6042,0,0,2150
105931,73236,0,0,10245,33371,15820,11250,2550
105933,14611,0,2923,0,0,9321,0,2367
105935,447488,9084,71332,13293,324791,12598,16390,0
105938,389177,40850,68900,40320,174311,33302,21370,10124
105939,259479,1076,8778,74049,161328,6240,0,8008
105940,32500,0,18338,0,5058,9104,0,0
105941,189428,33260,1096,4950,14610,34390,39180,61942
105942,73220,0,2500,35360,15740,0,7400,12220
105944,185515,66720,21369,22500,0,74926,0,0
105945,55618,4188,3183,24295,0,1100,3960,18892
105946,211585,0,14010,34200,35340,91845,36190,0
105948,233188,0,15251,8390,53074,25259,51965,79249
105950,105996,0,10846,32105,39587,1800,11416,10242
105951,89872,7683,19873,3937,7920,36222,8775,5462
105952,44205,4748,6295,3310,14016,0,9115,6721
105953,26860,4480,0,1791,0,3180,2524,14885
105959,15751,0,7741,0,0,4140,2400,1470
105960,72096,0,3430,48616,0,11740,8310,0
105962,149699,3728,44699,13510,37958,29800,5850,14154
105964,271724,0,3454,27123,36441,168496,8144,28066
105965,51550,23408,7200,5000,4430,7192,0,4320
105966,40459,12308,0,3800,23161,0,1190,0
105967,304543,0,0,57800,6980,118619,0,121144
105970,356355,0,13621,12602,130994,53489,132122,13527
105972,135032,75558,0,0,2964,20730,35780,0
105974,243566,0,40225,12930,89600,42289,54602,3920
105978,232789,0,1325,103837,32130,10894,23851,60752
