C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,C33,C34,C35,C36,C37,C38,C39
1.555,-0.535,1.467,3.321,1.830,1.324,-1.984,1.763,2.962,1.108,6.947,-2.572,2.520,-1.031,2.703,-2.224,-0.313,4.462,2.510,-1.052,-4.177,5.662,2.152,4.772,1.876,-1.201,-0.950,0.428,5.532,-1.178,-5.563,-4.295,0.829,4.088,-1.193,-0.702,3.123,3.284,-4.237
2.148,-3.486,3.754,0.649,-2.559,-1.135,-2.782,-1.398,1.502,1.059,-0.853,0.863,-1.969,-1.740,-0.408,1.167,-3.978,2.507,2.993,-5.065,0.886,2.771,2.095,1.468,1.046,-6.776,-4.800,1.397,1.873,-1.315,-3.450,-1.832,-1.850,-0.638,-1.926,-5.036,0.382,1.938,-4.457
-0.874,-3.487,0.153,-0.093,0.656,-2.153,-2.190,4.326,0.156,1.014,2.711,1.580,3.381,-4.496,-3.336,0.925,-3.630,1.575,0.892,-1.889,1.738,2.560,-1.055,1.903,-0.995,-2.339,-1.346,2.215,0.903,-1.138,-2.281,-3.678,-2.850,0.595,-3.537,-1.810,-0.689,-1.017,-1.383
-4.188,5.785,0.857,0.778,-3.115,-1.714,-1.964,-4.908,1.983,0.403,2.621,-2.597,-1.838,1.830,-3.763,-0.844,2.955,2.463,0.565,5.113,-0.105,3.484,-0.079,2.844,-0.125,4.763,5.375,-0.581,1.135,1.824,0.953,1.266,4.810,-4.528,3.866,2.768,0.152,-3.609,4.201
-0.324,-3.294,0.021,-0.029,-1.534,-0.584,-1.164,-2.506,-1.835,0.391,-6.571,-2.338,-2.419,1.195,-0.490,0.413,-4.255,-4.201,-0.418,-2.729,0.084,-3.890,0.690,-5.262,-0.601,-2.125,-3.799,-1.768,-4.553,-2.925,-1.181,0.344,-0.298,-1.498,-2.816,-2.669,1.750,-1.819,-2.746
3.451,-4.031,-4.727,-4.016,5.531,7.477,4.045,2.724,-5.806,-4.178,-4.062,-3.175,2.590,4.526,3.711,-2.456,-2.344,-0.957,-1.238,-4.027,-0.468,-5.095,-3.267,-2.835,-3.621,-1.510,-3.323,-2.492,-5.058,-3.980,3.911,2.999,-3.937,3.389,-3.239,-3.643,3.464,2.890,-4.617
0.911,4.337,-2.558,-2.206,5.529,1.000,1.430,2.815,-1.531,-1.102,-0.378,-1.932,1.668,-0.830,2.656,-2.433,0.667,-1.799,-1.953,1.477,-0.643,-1.656,-1.031,-1.461,-2.453,0.095,0.690,-3.306,-3.605,0.964,-0.195,-1.230,0.221,0.742,3.665,3.563,0.755,1.044,-0.151
-2.191,3.053,3.123,1.203,-3.976,-4.280,-5.291,-2.591,0.751,0.455,-5.221,5.809,-1.793,-3.895,-4.245,8.324,3.464,-3.262,5.300,3.245,8.889,-0.164,2.214,-2.936,2.473,1.896,2.644,1.040,-1.679,7.924,-4.677,-2.767,2.428,0.458,3.001,4.209,-2.652,-2.038,8.307
-3.496,-1.097,-0.848,0.525,-2.900,-5.790,-4.282,-4.207,-1.680,-0.861,-1.171,-2.027,-2.201,-4.038,-3.192,-1.772,0.289,0.461,-0.337,0.013,-3.233,-1.040,-2.165,0.400,0.381,0.132,0.598,-0.070,-0.208,-1.000,-6.148,-1.593,-1.363,-0.922,1.192,0.455,-1.010,-2.442,-2.316
3.415,0.996,0.841,-0.763,3.222,3.736,3.899,1.445,-1.922,-1.368,-3.491,-0.842,1.233,0.398,5.934,2.808,-1.110,-4.827,1.569,2.250,1.350,-2.828,-1.299,-6.448,0.762,-2.751,0.736,-0.937,-4.920,0.418,0.818,2.370,-0.135,3.867,1.040,0.153,4.112,3.959,1.431
9.184,1.537,-11.164,-10.103,8.234,3.964,5.798,7.493,-11.085,-8.756,-2.061,-4.429,5.884,-2.887,6.710,-1.184,4.724,-1.810,-8.520,2.915,-1.595,-11.491,-9.983,-3.610,-5.644,1.826,1.275,-9.632,-8.406,1.743,-2.906,-0.580,-0.526,6.753,2.270,1.666,8.090,6.479,-1.763
0.031,-4.248,-3.713,-3.172,-1.141,-0.357,-2.454,-2.295,-3.436,-4.956,-1.502,1.380,-1.238,1.380,-0.952,1.042,-3.386,-5.134,-2.065,-4.241,1.653,-4.098,-4.345,-0.554,-1.696,-4.481,-5.116,-2.527,-4.988,-2.891,-0.309,-2.821,-4.358,-0.374,-4.288,-4.163,-0.721,-2.356,-2.634
1.514,2.545,-2.551,-1.269,2.666,0.485,0.932,-0.648,-2.350,-3.853,-2.397,0.494,1.797,-0.645,0.434,-2.905,2.041,-1.983,-1.317,1.030,-0.487,-4.291,-4.551,-0.433,-2.938,1.687,3.270,-4.389,-3.070,1.538,1.480,-2.159,1.480,2.250,2.892,0.676,2.769,-1.379,0.479
-4.527,0.784,0.303,0.212,-3.173,-7.669,-7.229,-4.481,0.653,1.819,-1.608,-2.247,-4.136,-5.061,-6.640,-1.521,-1.111,-1.100,0.506,0.705,-2.870,0.287,0.486,1.161,2.015,-0.954,0.253,-0.409,0.190,-0.515,-4.002,-4.487,2.164,-6.682,1.788,1.191,-5.457,-3.515,-1.615
-1.032,1.948,-3.721,-3.004,2.572,-0.387,0.101,-0.782,-4.099,-2.222,1.334,-0.527,2.024,-2.304,0.651,2.010,-0.290,5.611,-1.264,-1.802,1.067,-0.021,-5.233,6.561,-3.036,-0.389,3.720,-1.511,1.232,1.963,-2.333,0.422,-1.076,2.214,0.557,-0.077,1.508,0.777,-0.174
-2.940,0.767,-0.994,-3.741,-1.761,2.034,-1.285,-3.142,-1.479,-4.063,-2.975,6.763,-2.189,3.608,-1.302,7.213,-1.871,-3.265,-2.882,-0.931,7.720,-4.842,-0.201,-3.659,0.399,1.032,-0.599,-2.889,-3.347,5.843,4.231,1.952,1.253,-2.227,1.203,2.386,-3.015,-1.493,5.252
4.117,-0.180,0.675,0.791,4.386,1.451,1.609,1.179,-2.500,-3.753,2.735,-1.849,3.603,0.880,0.124,-1.030,-0.080,3.960,-1.727,-0.694,1.457,2.037,-1.601,5.545,0.575,1.821,1.650,-1.486,1.850,0.621,-0.363,-3.143,0.465,0.503,-0.409,-0.382,4.334,1.575,-0.810
1.651,3.662,1.225,0.313,-1.199,1.471,0.077,0.876,-0.297,0.269,2.996,3.321,0.324,0.307,0.727,3.053,5.227,2.926,1.430,4.365,-0.312,3.559,0.818,4.627,-0.457,5.541,1.628,1.165,2.470,5.394,-1.822,3.619,2.940,-0.212,3.999,6.211,-0.256,0.583,4.821
2.648,-2.682,2.368,1.042,0.559,-0.876,-1.948,-2.295,2.977,0.869,0.345,-2.032,2.810,-5.288,1.343,0.720,-4.382,2.267,2.445,-0.271,-1.431,3.681,4.063,-0.911,2.212,-0.796,-3.241,2.779,1.210,-4.141,-2.792,-3.432,-0.907,3.766,-1.931,-0.662,3.081,0.395,-0.402
-0.232,5.637,-3.594,-6.799,-1.094,-1.700,-2.844,-1.980,-6.200,-6.147,-0.261,-1.503,-1.720,0.194,0.500,-1.706,4.646,0.012,-5.305,4.715,-5.251,-4.303,-5.912,-0.759,-2.705,1.441,4.117,-2.962,-4.826,-0.118,-1.551,-3.817,2.956,-1.360,3.245,2.675,-2.598,-1.068,2.473
1.727,1.070,0.004,-4.501,-0.519,-0.630,0.615,-0.336,-3.204,-2.111,-2.368,-5.534,2.243,0.350,0.350,-4.160,0.876,-1.139,0.115,1.289,-5.922,-1.601,-2.853,-2.503,-3.891,-0.872,-1.114,-1.893,-5.269,-4.637,-1.897,-0.277,0.155,-0.418,1.850,0.883,-0.667,1.564,-1.937
0.718,1.891,-2.837,-1.242,-2.638,-1.561,0.595,0.781,-1.455,-4.571,2.937,-1.167,-2.645,0.543,-1.371,-1.544,-1.881,2.065,-0.959,3.345,0.295,0.741,-1.957,0.039,-3.022,3.447,0.007,-1.282,-2.113,0.386,0.799,2.133,1.377,-4.301,1.160,0.730,-2.170,-0.433,0.661
-3.138,-0.331,1.410,-0.349,-4.453,-1.678,-2.532,-3.364,-0.335,-2.388,-5.235,-3.140,-5.634,3.055,-3.986,-1.225,-2.691,-7.945,-0.969,0.640,-2.671,-2.468,-1.740,-4.024,0.811,-0.947,1.333,1.081,-6.307,-2.323,1.584,2.536,-1.125,-3.521,0.903,0.146,-3.403,-7.584,-1.506
-0.066,-5.994,1.149,-1.156,-0.593,-1.179,-1.668,1.086,1.562,2.507,4.451,3.386,0.661,-3.585,-0.515,2.903,-3.379,3.001,-1.708,-2.977,2.404,3.369,-0.608,4.099,0.578,-3.733,-2.837,1.341,2.957,-1.138,-0.186,-2.203,-4.776,-0.838,-3.246,-7.088,-2.084,2.413,-2.120
6.536,-0.217,0.603,-1.569,4.534,3.036,1.770,5.884,1.317,0.074,3.126,-3.649,5.693,-4.093,5.509,-3.170,-1.428,2.702,-1.745,-1.618,-2.805,1.551,1.331,4.708,0.069,0.013,-2.362,-0.105,3.481,-4.896,-2.742,-1.252,-2.194,2.894,-2.854,-1.860,3.698,5.086,-2.433
2.352,3.733,-1.455,-3.490,5.159,0.444,-1.525,-1.265,-1.582,-4.365,0.302,-1.235,0.402,-2.055,4.632,-0.815,6.864,1.725,-0.922,5.295,-3.148,-3.317,-1.118,-0.549,-4.971,6.207,4.050,-1.524,-0.209,1.948,-3.509,-3.202,7.677,-0.230,3.351,6.855,1.886,1.404,5.157
-5.115,6.507,-2.473,0.464,-5.807,-4.797,-5.375,-6.653,0.395,1.729,1.277,-2.048,-5.505,-1.548,-7.137,-3.901,3.137,1.874,-0.534,7.433,-3.623,0.024,-1.155,1.710,-0.357,3.608,4.149,0.028,1.886,1.924,-0.299,0.857,5.652,-4.775,3.028,4.031,-5.200,-4.345,1.681
0.527,2.738,-0.238,1.838,-0.625,0.494,0.036,1.825,-0.139,0.845,-0.073,-1.007,-0.158,-0.531,2.177,-1.877,-3.359,-0.191,1.423,0.433,-4.556,0.619,0.535,3.849,-1.557,2.018,-1.363,-0.709,1.526,-2.048,0.377,-1.159,2.152,0.171,0.331,2.568,-0.167,1.522,-0.302
-1.252,-0.426,-4.320,-3.122,-0.707,2.341,5.508,-0.355,-3.973,-3.121,-1.906,-2.144,-0.902,5.593,-0.277,-1.812,-3.999,-4.448,-1.601,-0.906,-2.881,-4.203,-2.769,-3.263,-0.699,-1.359,-2.076,-2.556,-5.235,-2.522,5.324,6.988,1.550,-0.530,-3.069,-1.004,0.112,0.630,-3.215
-0.674,4.513,1.039,3.996,0.392,0.863,0.048,1.410,1.389,0.762,-3.709,-5.705,-1.459,0.058,1.292,-3.315,3.607,-0.205,0.857,3.045,-5.890,0.060,2.058,-6.185,3.303,5.676,3.769,1.479,-1.646,-0.506,2.708,-0.562,4.494,-1.878,2.408,0.324,1.273,-0.997,-0.567
-0.138,7.152,-0.513,-1.891,3.926,-0.137,3.562,3.550,-2.216,-1.799,2.577,3.653,3.640,-1.180,1.212,1.406,5.062,2.242,-1.138,5.746,4.981,0.046,-0.632,1.787,-0.365,5.111,6.217,-3.770,0.427,9.438,-0.819,1.084,6.867,2.849,5.119,6.667,1.468,1.228,5.804
0.658,1.644,2.669,4.733,1.079,-1.558,-0.215,-0.681,5.380,3.729,0.708,-3.095,1.046,-2.638,2.211,-2.025,1.356,1.353,2.598,0.804,-4.697,5.435,3.547,0.653,4.531,1.845,1.803,5.928,3.073,-0.424,-1.137,0.550,0.138,-3.377,0.324,1.776,-0.258,-1.728,-2.162
2.928,-1.419,0.172,-1.162,6.164,3.108,4.645,5.758,1.597,-2.424,-1.981,4.415,3.586,2.090,4.833,5.803,1.539,-4.718,-1.142,-0.224,6.062,-1.647,-0.906,-0.621,1.734,-0.173,-1.263,2.280,-1.819,2.722,0.579,0.327,-1.204,3.893,0.554,-0.764,-0.005,1.829,4.437
4.104,1.208,0.392,4.985,2.443,-0.297,-0.125,1.408,1.165,2.127,-1.632,0.119,3.636,-3.653,4.341,0.450,1.992,-0.044,2.845,1.913,-3.451,1.385,1.457,-0.558,0.929,1.945,0.967,1.121,0.814,0.712,-4.417,-4.817,0.752,2.763,1.506,1.116,2.308,5.371,0.392
0.206,-2.581,3.626,4.796,-0.286,-1.385,-5.546,3.199,4.704,4.329,-6.465,0.683,-1.530,-6.229,-1.014,0.805,-2.012,-7.324,5.804,-0.715,0.739,0.183,5.021,-7.022,7.619,-2.599,-1.786,5.092,-1.207,-1.757,-3.767,-7.289,-2.677,1.902,-1.950,-3.633,3.636,0.029,-1.089
-1.732,-1.720,1.377,1.151,-4.602,-4.914,-3.813,-1.681,2.753,-0.081,-1.689,1.237,-2.050,-2.204,-1.181,-1.057,-5.900,-1.456,0.233,-2.656,-0.531,0.677,0.603,0.452,3.038,-3.767,-1.545,2.056,0.467,-2.013,-2.593,-3.110,-0.251,-4.671,-4.158,-3.493,-3.019,-3.773,-3.276
2.903,2.376,0.835,3.169,2.897,3.987,0.238,1.688,2.500,3.243,1.845,-2.109,-1.316,0.242,1.655,0.070,-1.124,0.262,1.860,2.111,0.452,4.063,0.304,1.200,3.134,-2.964,-1.550,4.210,1.716,-0.523,1.202,2.416,-1.017,2.174,-0.457,0.879,0.016,0.890,-0.615
2.824,5.268,-2.742,-5.194,4.647,3.876,6.525,3.943,-1.239,-4.458,-3.367,1.346,3.232,3.998,3.496,0.579,4.197,-2.363,-1.243,1.944,0.058,-5.609,-1.396,-2.600,-4.772,3.895,3.255,-2.576,-3.531,3.237,2.595,4.614,2.403,0.956,3.575,4.790,0.419,3.630,4.098
-8.642,-2.797,3.096,2.216,-7.518,-11.997,-10.265,-6.973,-0.421,-1.260,1.248,-0.954,-8.337,-7.598,-7.487,0.922,-2.644,1.726,3.538,-1.980,0.579,3.414,1.734,1.892,1.324,-1.987,-2.205,-0.602,1.007,-0.022,-5.971,-6.135,-1.559,-5.672,-2.608,-0.345,-8.005,-6.288,-3.236
-2.472,1.888,-3.594,-0.589,-3.286,0.797,1.201,-0.915,-2.556,-0.575,-3.589,2.625,-0.205,3.997,-3.935,1.617,2.551,-2.116,-3.379,1.363,2.951,-5.674,-1.971,-3.200,-3.374,4.979,3.098,-2.668,-2.660,3.926,3.051,6.028,3.554,-1.951,2.068,3.103,-3.528,-3.270,4.446
-0.203,-1.692,-3.255,-1.332,2.837,6.862,4.494,4.837,-1.659,-1.160,2.140,-3.658,-0.459,4.737,1.369,-4.238,-4.855,2.921,-1.592,-2.077,-5.049,-1.454,-0.360,1.383,-2.599,-2.459,-2.729,-3.661,1.136,-4.980,5.175,7.732,-1.899,-0.062,-1.826,-2.002,2.387,2.614,-5.475
-1.922,-3.008,0.357,-0.377,0.233,-2.175,-0.705,-1.634,-1.815,-4.017,1.367,-0.488,-1.476,-1.169,-3.246,-1.494,-4.427,1.903,0.721,-1.944,0.144,-0.051,-1.549,0.700,-1.438,-4.328,-4.756,-2.469,-0.356,-4.565,-0.183,-1.001,-4.459,-0.467,-4.545,-2.622,-0.631,1.108,-2.869
0.823,3.062,-3.292,-2.199,0.807,3.346,5.996,-1.035,-4.812,-3.170,2.146,2.206,1.551,3.216,0.477,2.038,0.546,1.638,-0.948,4.004,1.868,-1.606,-2.629,-0.741,-3.355,1.898,0.257,-2.592,-1.949,3.887,8.499,3.803,0.484,3.791,0.619,3.160,0.192,2.159,2.089
3.894,1.569,-1.761,-2.117,3.777,4.691,5.911,2.522,0.377,1.560,-3.139,-1.729,2.481,1.296,3.544,-1.527,2.924,1.707,0.327,4.311,-3.711,-0.980,-1.922,-1.140,-0.484,5.657,1.934,-0.017,-1.127,0.655,5.901,3.269,3.998,4.867,4.084,2.159,3.755,0.826,1.810
-1.123,-2.454,-6.423,-7.743,0.660,-3.938,-3.466,-1.000,-7.565,-4.938,-1.753,0.316,-2.557,-4.496,-0.472,1.994,-2.961,-1.893,-8.549,-4.433,-1.498,-3.938,-4.592,2.276,-7.078,-3.832,-2.684,-5.455,-8.126,-2.651,-3.361,-2.909,-5.953,0.336,-4.556,-3.716,-1.786,-4.395,-3.628
0.032,-0.668,1.501,0.081,2.880,2.583,0.981,-3.060,0.009,2.373,-2.343,3.658,0.372,4.663,1.201,4.640,1.519,-1.255,0.370,0.516,1.230,-0.367,-0.101,0.503,-0.402,0.187,-2.440,0.966,-0.068,3.161,2.566,1.624,0.155,-0.875,-0.661,0.162,-1.995,-1.665,1.130
3.631,4.567,-0.663,1.418,5.919,3.516,4.929,3.165,-0.459,-1.160,-0.943,-1.307,3.072,-0.636,2.662,-3.909,4.253,-2.211,1.592,4.743,0.703,-2.681,-2.103,-2.329,-1.611,2.712,5.998,-1.379,-0.886,5.040,1.084,1.493,5.251,4.967,6.353,6.794,5.636,5.410,1.663
-2.128,2.776,-2.006,-0.121,-2.225,-1.377,-1.690,-0.499,-1.702,0.773,0.056,-3.090,-1.834,0.355,-0.485,-1.095,3.237,-0.766,0.754,4.366,-1.618,-0.120,0.211,1.556,0.529,3.135,6.850,-2.087,-0.274,1.416,-1.092,-1.130,4.181,-1.751,3.683,7.740,-1.320,0.282,3.641
-5.455,-2.389,1.014,1.594,-4.047,-6.007,-5.253,-4.619,-0.959,0.242,-3.166,3.416,-4.736,-3.208,-5.008,0.560,-3.851,-1.500,-0.158,-2.623,2.229,-1.168,1.452,-4.600,-0.113,-4.439,-1.596,-0.759,-2.763,-1.358,-1.707,-2.778,-3.013,-3.304,-4.636,-4.635,-2.978,-4.612,-1.592
2.367,-1.921,5.722,4.400,4.823,0.303,0.126,1.386,4.577,4.115,1.643,2.666,4.066,-4.121,3.525,-1.821,-2.313,4.748,4.409,-3.384,1.643,6.777,2.431,3.433,3.271,-4.735,-4.586,5.573,5.446,-1.398,-4.048,-1.388,-3.832,2.017,-1.786,-2.326,2.827,2.002,-2.821
2.753,-2.972,-0.785,-0.253,2.312,1.348,0.482,0.796,-2.567,-1.507,-3.096,-0.059,-1.092,2.600,1.811,-2.411,-3.292,1.466,-0.140,0.511,0.611,0.197,-1.579,-1.826,2.013,-1.426,-2.141,0.345,-2.828,-2.997,-2.647,-2.685,-5.035,-0.371,-2.610,-1.750,4.703,3.480,-1.974
-3.576,-1.175,5.954,4.851,-4.117,-6.233,-7.939,-4.593,4.104,5.496,-0.827,-0.553,-4.776,-5.161,-2.918,1.075,-0.353,-1.171,2.934,-1.336,-1.188,6.245,6.983,-0.817,4.401,-1.014,-0.758,7.261,1.561,-0.892,-5.082,-3.933,-0.274,-3.393,-1.193,-1.728,-5.315,-5.204,-1.132
-1.391,-0.428,-0.652,3.056,0.065,-2.065,0.632,-0.126,4.109,-0.018,3.029,0.683,0.858,-2.222,1.847,1.811,3.986,4.067,0.686,-0.123,0.733,2.400,1.368,2.115,0.635,1.404,1.455,3.405,4.755,0.867,-1.202,-1.826,0.809,-0.179,1.955,-0.570,2.712,1.201,2.522
0.200,-3.579,2.088,1.255,-0.909,3.146,-1.060,-0.687,1.550,0.854,-2.180,2.013,1.535,0.220,-2.784,3.058,-3.472,-2.674,-0.288,-2.577,-0.129,-0.912,0.323,-2.504,0.511,-2.735,-2.912,2.579,-0.686,-1.031,1.196,2.383,-0.421,0.235,-3.002,-1.757,1.872,1.812,-1.055
-0.863,0.358,-0.171,0.652,-0.979,-1.088,-1.280,-1.473,5.219,-1.275,-1.991,-1.642,-0.664,0.750,-1.088,-2.617,2.027,-0.818,1.064,-0.440,-2.349,-0.094,2.292,-2.674,1.665,-2.338,0.989,0.573,-0.345,-2.879,0.155,-2.768,0.622,-0.265,0.816,-1.877,-1.691,0.238,-0.256
1.856,2.504,3.611,5.771,-0.373,0.692,3.082,1.444,4.023,5.800,2.896,-0.929,0.026,2.537,-0.057,-1.434,2.455,0.847,6.023,2.701,-0.588,3.711,3.623,-0.301,4.352,3.934,2.071,4.633,6.176,1.401,2.216,0.966,4.534,1.732,0.219,4.172,0.368,-0.229,2.106
-1.515,2.086,-0.677,0.750,-0.687,-3.846,-3.017,-1.098,-2.459,2.562,-5.695,-2.671,-0.683,-3.867,-0.809,-3.036,1.587,-1.926,-1.746,2.174,-2.441,-4.446,-2.081,-6.013,-0.376,2.008,1.516,-3.613,-3.745,-0.219,-4.399,-3.459,-0.506,-2.446,2.576,2.274,1.430,0.092,-0.696
0.619,-1.289,5.687,7.346,3.432,0.056,-0.817,-1.489,7.805,3.657,3.001,-2.486,0.416,-2.754,3.525,2.683,-1.600,4.646,7.035,-0.377,1.541,8.177,6.414,6.411,5.880,0.379,0.933,7.629,9.763,1.680,-1.936,-1.689,-1.416,0.447,-0.931,-0.756,1.784,1.792,-1.948
-6.031,-0.786,-3.930,-1.867,-6.148,-2.343,-3.191,-2.385,-4.065,-2.373,-0.887,-0.004,-5.934,1.035,-5.700,-0.821,0.739,-0.971,-2.789,-1.024,-0.733,-4.707,-0.340,0.981,-2.944,-0.687,-1.160,-3.999,-0.566,0.973,2.605,2.494,-2.886,-4.483,-0.679,-3.355,-5.103,-3.074,-3.866
3.553,3.403,2.899,-0.997,3.769,-3.418,-2.704,2.179,1.087,2.392,1.608,1.985,1.793,-5.876,3.182,2.567,5.868,-0.171,-0.027,5.034,3.673,1.955,0.723,2.420,0.803,4.424,1.328,2.943,2.042,6.144,-9.037,-7.840,4.297,3.736,4.339,6.052,2.026,1.638,5.364
0.975,-2.125,-1.654,-1.347,-1.239,-1.523,0.356,0.977,0.216,0.729,3.384,-1.431,-3.583,0.050,-0.797,-2.675,-1.769,5.106,-1.357,-4.413,-0.852,2.698,0.684,4.976,0.975,-4.160,-5.429,-0.256,3.310,-4.755,-0.133,0.977,-3.742,-0.580,-2.888,-3.250,-0.684,-2.388,-3.663
0.329,3.197,-1.223,1.677,2.209,2.879,2.794,1.560,-0.607,0.208,-5.904,-1.578,0.456,3.826,-1.071,-3.027,4.089,-3.886,-1.468,1.225,-3.956,-5.136,1.206,-4.477,0.451,1.584,1.000,-0.792,-1.807,-0.939,2.349,3.896,-0.050,1.176,-0.523,-0.879,1.183,-1.937,-1.054
2.333,2.140,0.666,2.123,1.470,2.219,1.463,3.121,-0.757,0.018,-0.556,-0.818,-1.367,2.163,5.700,0.722,2.262,-2.830,3.334,1.293,0.465,-0.455,-0.552,1.577,0.501,2.108,1.796,3.589,1.533,1.046,-0.599,-1.253,1.118,1.631,1.944,0.364,2.477,0.857,1.970
-6.216,-5.366,1.030,1.560,-2.284,-7.814,-7.979,-3.279,1.295,1.615,0.337,1.434,-1.816,-6.953,-2.529,2.836,-5.953,3.539,2.932,-7.403,2.122,2.780,0.692,2.429,-0.852,-6.593,-6.435,2.173,2.508,-3.685,-6.781,-7.485,-4.430,-1.573,-6.532,-6.476,-4.906,-3.292,-3.975
0.957,0.870,0.590,-0.435,-0.058,-2.058,2.921,-0.772,0.200,0.926,-1.820,-0.320,-0.046,0.065,-0.016,-3.567,-0.548,-3.674,4.217,2.605,0.221,0.283,-0.213,-2.422,2.418,-0.057,2.539,1.347,-2.099,-3.073,0.328,0.463,-0.769,1.720,1.024,2.733,0.565,-0.239,3.148
-2.086,3.785,3.490,0.777,0.527,5.602,4.298,1.982,1.572,2.057,2.871,-2.724,1.048,6.670,3.888,-1.130,5.129,0.818,1.484,3.902,-1.990,4.068,3.096,3.098,1.285,4.759,4.255,-0.056,2.168,1.479,5.731,5.371,4.484,2.210,5.484,4.562,0.591,-1.768,3.640
-5.318,-0.759,-1.693,-0.306,-2.454,-4.743,-3.627,-3.730,-0.854,0.330,2.062,-4.240,-2.669,0.172,-3.730,-1.538,0.833,2.520,-0.710,1.163,-3.572,2.212,-0.717,3.507,-1.621,2.782,2.666,0.522,0.566,0.155,-2.209,-2.654,3.179,-3.519,0.933,1.253,-2.571,-4.111,-2.010
-1.115,4.845,-2.177,0.023,-0.609,-1.163,-0.584,-2.043,-0.589,-0.108,-2.600,-5.175,0.988,-2.107,2.218,-4.556,3.481,-3.113,-0.912,3.751,-6.735,-2.112,-0.245,-0.666,-1.591,2.279,4.133,-0.474,-2.272,-0.877,-1.820,1.274,4.777,-0.392,0.980,5.558,-0.525,-0.738,-0.507
-4.207,-0.507,-1.680,-0.079,-2.542,-0.086,0.755,-0.754,-1.847,-0.556,6.151,2.262,-4.599,2.607,-1.992,2.837,1.303,6.451,-0.569,3.641,3.522,4.570,-0.135,5.279,-3.126,3.494,0.995,1.204,2.516,3.447,4.691,4.170,2.331,-0.722,0.962,1.740,-3.801,-3.504,3.708
1.070,1.720,-0.181,-1.101,2.130,1.480,1.192,2.877,-1.216,1.826,4.062,-2.045,2.223,-1.496,0.825,-0.477,1.007,1.167,1.195,3.556,-0.606,2.592,0.052,1.855,-0.633,1.270,0.886,-1.407,0.480,0.521,-0.010,0.105,-0.099,3.023,0.674,0.893,1.345,1.882,0.149
4.364,1.849,-1.316,-2.313,3.273,0.878,2.121,1.388,0.340,-0.617,4.830,0.286,2.764,-2.079,3.305,-1.012,2.772,1.525,-1.147,3.569,-0.855,2.253,-0.577,4.967,-0.452,6.091,3.770,-3.439,1.098,2.981,-0.975,0.349,4.749,2.755,5.052,4.687,1.201,0.677,3.356
-2.271,-0.671,-0.009,1.219,0.776,-1.876,-4.035,0.820,-2.326,0.497,-4.167,-3.046,0.101,-3.593,1.453,-5.106,1.575,-5.464,-2.842,1.011,-3.511,-4.297,-1.100,-5.853,-0.422,-1.187,1.064,0.978,-3.986,-2.207,-4.050,-4.930,0.342,-0.813,2.037,1.263,2.033,-1.618,-2.193
0.367,0.073,-1.022,-0.676,-1.241,4.728,3.898,-1.749,1.476,-1.484,-1.900,-1.126,-1.471,6.729,2.203,-1.657,-0.655,-1.676,-0.041,-0.983,-2.571,-1.209,0.989,0.322,-0.685,-3.522,-0.087,-0.184,-0.703,-1.894,6.824,5.815,-1.058,-1.114,-1.210,-2.583,-0.409,0.475,-2.846
3.421,1.798,-4.151,-1.917,2.920,2.372,-2.414,4.960,-3.178,-3.916,4.191,-0.551,6.444,-3.782,2.047,0.823,1.172,5.451,-0.875,1.166,0.894,-0.492,-1.891,2.569,-1.940,0.425,2.991,-1.076,2.221,1.061,-4.749,-3.530,1.711,2.094,1.189,1.605,1.628,2.792,2.130
-2.666,3.607,-3.784,-4.644,-1.441,-4.091,-1.538,-1.650,-0.771,-2.822,2.767,0.241,-0.412,-2.259,-2.238,0.738,0.281,1.027,-2.936,2.289,-0.887,1.072,-2.107,3.614,-2.363,2.513,0.482,0.200,-1.725,1.366,-3.734,-1.534,1.568,-1.152,3.112,0.382,1.300,-1.031,1.773
-7.144,-2.485,-0.835,2.094,-4.670,-2.495,-4.800,-6.414,-1.654,-0.918,4.433,-2.242,-6.472,1.751,-4.618,-1.195,-2.969,2.641,-1.555,-0.911,-2.390,1.453,-1.514,2.612,0.263,-1.479,-3.432,-0.551,2.164,-2.867,0.588,2.731,-1.202,-6.579,-1.651,-1.442,-4.502,-4.248,-3.311
3.571,4.398,-0.556,-2.410,5.635,-3.847,-3.810,3.011,1.999,1.208,-0.421,2.170,3.262,-8.117,4.959,4.906,0.317,-1.297,-0.966,3.264,1.979,-0.182,-0.753,-0.424,2.268,2.582,2.077,-1.822,-1.061,2.624,-10.861,-11.057,2.753,2.734,-1.431,0.755,2.906,4.767,4.918
-0.591,2.203,1.981,4.359,-2.551,-1.014,0.857,1.931,3.256,3.327,-2.850,0.116,-0.370,-0.165,0.347,-2.397,3.894,-4.276,-0.365,0.033,0.149,-2.912,1.357,-3.195,-0.368,0.682,2.040,0.787,1.099,-0.837,0.629,-0.761,1.040,1.344,0.605,0.250,0.973,-1.156,2.156
